work_id,doi,ano,primeiro_autor,author_id,genero_primeiro_autor,primeiro_autor_no_brasil,paises_primeiro_autor
W3184089423,10.1016/j.catena.2021.105612,2021,Paula Fernanda Chaves Soares,A5041572746,FEMININO,True,BR
W4410081594,10.1007/s10344-025-01929-0,2025,Edie Abrahams,A5113163875,INDEFINIDO,False,GB
W4306824822,10.1016/j.marpol.2022.105291,2022,Miguel Ángel Gamboa-Álvarez,A5018188615,MASCULINO,False,MX
W4393931183,10.1016/j.dwt.2024.100283,2024,Vithória Carolyna Trindade dos Santos,A5071345501,FEMININO,True,BR
W4410919345,10.1016/j.marenvres.2025.107262,2025,Júlia Fanny de Jesus Resende,A5009171622,FEMININO,True,BR
W4394010622,10.1038/s41598-024-58782-5,2024,Jhan Carlo Espinoza,A5054935486,MASCULINO,False,FR;PE
W2793828490,10.5380/dma.v44i0.54885,2018,Eduardo Marques Martins,A5042630802,MASCULINO,True,BR
W4311746918,10.1016/j.marpol.2022.105423,2022,Paulo Antunes Horta,A5077657959,MASCULINO,True,BR
W4387470108,10.1016/j.marpol.2023.105862,2023,Cecília Inés Seminara,A5056272210,FEMININO,True,BR
W3200816508,10.1111/jeb.13934,2021,Dora Yovana Barrios‐Leal,A5012739732,FEMININO,True,BR
W3194174129,10.15517/rbt.v69i2.42265,2021,Flávia Cristina Vieira Serra,A5053713538,FEMININO,True,BR
W4410980242,10.1016/j.jsames.2025.105628,2025,Mariah Xavier Rocha,A5089940738,FEMININO,True,BR;ES
W2810410711,10.1111/vop.12584,2018,Vinícius Cardoso‐Brito,A5011790086,MASCULINO,True,BR
W4364368794,10.1016/j.scitotenv.2023.163380,2023,Luís Felipe de Almeida Duarte,A5051374279,MASCULINO,True,BR
W4403076335,10.1016/j.marpolbul.2024.117044,2024,Victor Vasques Ribeiro,A5002651709,MASCULINO,True,BR
W3017973747,10.1016/j.jsames.2020.102619,2020,Orangel Antonio Aguilera,A5043517837,INDEFINIDO,True,BR
W2955691694,10.1016/j.ifacol.2019.06.112,2019,Leonardo D. Ribeiro,A5103134265,MASCULINO,True,BR
W4380986079,10.1590/1806-9649-2022v29e12122,2023,Mário Joel Ramos Júnior,A5038067693,MASCULINO,True,BR
W3141024840,10.3390/md19040196,2021,Muhammad Bilal,A5100439310,MASCULINO,False,CN
W4385159135,10.1007/s10661-023-11533-x,2023,Tyler Will Miesse,A5037368056,MASCULINO,False,US
W2940263391,10.1080/14615517.2019.1603715,2019,Ghislain Mwamba Tshibangu,A5014973617,INDEFINIDO,True,BR
W4285490685,10.47193/mafis.3532022010904,2022,Johnatas Adelir‐Alves,A5061019319,MASCULINO,True,BR
W3100980628,10.11646/zootaxa.4878.1.2,2020,Rannyele Passos Ribeiro,A5034032290,FEMININO,False,ES
W3032037568,10.2112/si95-031.1,2020,Luana Portz,A5051749739,FEMININO,False,
W3006440685,10.3354/meps13260,2020,Ricardo Franco Freitas,A5053518982,MASCULINO,True,BR
W3036208914,10.1071/mf19391,2020,Danieli Lima da Cunha,A5056354945,FEMININO,True,BR
W4413848524,10.1016/j.ecss.2025.109532,2025,Ludmilla N. Falsarella,A5041183419,FEMININO,True,BR
W4414329695,10.1007/s00267-025-02282-3,2025,Ana Paula Alves Dibo,A5083566330,FEMININO,True,BR;MZ
W3173685551,10.11646/zootaxa.4991.3.2,2021,Ning Labbish Chao,A5014767237,INDEFINIDO,False,TW;US
W2910028159,10.14295/remea.v0i1.8564,2018,Márcia Madeira Malta,A5041692453,FEMININO,True,BR;ES
W4386928828,10.1080/22797254.2023.2256959,2023,José Milton Neves de Souza Júnior,A5025585709,MASCULINO,True,BR
W2927925671,10.17127/got/2019.16.003,2019,Michel Rodrigues Camara,A5014554117,MASCULINO,True,BR
W4392343742,10.33448/rsd-v13i2.45040,2024,Cleidiane da Silva Oliveira,A5094040900,FEMININO,True,BR
W3167699576,10.1016/j.enmm.2021.100496,2021,T.T. Tesser,A5066926778,INDEFINIDO,True,BR
W4280504193,10.3390/su14105904,2022,P. I. Moreira,A5077329057,INDEFINIDO,False,
W2794693242,10.1016/j.quascirev.2018.03.021,2018,Alison Pereira,A5103083674,MASCULINO,False,FR;IT
W4391089760,10.1016/j.envres.2024.118240,2024,Arthur de Barros Bauer,A5002460799,MASCULINO,True,BR
W4401262749,10.1016/j.marmicro.2024.102389,2024,Gerson Fauth,A5109757841,MASCULINO,True,BR
W4293763611,10.1016/j.jmarsys.2022.103796,2022,Paulo Victor Lisboa,A5055314393,MASCULINO,True,BR;FR
W4395660794,10.1007/s11356-024-33144-w,2024,Thaise Machado Senez-Mello,A5046241991,FEMININO,True,BR
W4377293789,10.7717/peerj.15290,2023,Celine S. S. Lopes,A5025161275,FEMININO,True,BR
W2983456162,10.1002/aqc.3222,2019,Tailisi Hoppe Trevizani,A5018876750,INDEFINIDO,True,BR
W4318475090,10.1590/1678-9199-jvatitd-2022-0052,2023,Helena B. Fiorotti,A5026227061,FEMININO,True,BR
W2992479721,10.1002/aqc.3252,2019,Alícia Bertoloto Tagliolatto,A5001605678,FEMININO,True,BR
W4391847264,10.1080/01431161.2024.2314007,2024,Carina Inácio Portela,A5070281314,FEMININO,True,BR
W4410350315,10.2118/228283-pa,2025,Hélida Vasques Peixoto Vieira,A5099074637,FEMININO,True,BR
W2912220480,10.5380/dma.v49i0.56954,2018,Karen Jurema Ribeiro Guimarães,A5053959721,FEMININO,True,BR
W4387928029,10.1016/j.apgeog.2023.103120,2023,Matheus Della Tonia Marchesi,A5006523607,MASCULINO,True,BR
W4415600912,10.1007/s10531-025-03188-6,2025,Leonardo Almeida Guerra dos Santos,sem-id:W4415600912:0,MASCULINO,True,BR
W4311403902,10.3390/biochem2040018,2022,Mariana Olívia Santana dos Santos,A5000602374,FEMININO,True,BR
W2801630632,10.1007/s10531-018-1553-7,2018,Paulo A. V. Borges,A5064444454,MASCULINO,False,PT
W2981934418,10.19177/rgsa.v8e32019371-388,2019,Juliana da Silva Ibiapina,A5082864972,FEMININO,True,BR
W2785337575,10.1007/s40415-017-0434-8,2018,C. Felfili Fortes,A5019415635,INDEFINIDO,True,BR
W4360985238,10.3389/fenvs.2023.1028970,2023,Carlos Roberto Estrada López,A5073883631,MASCULINO,False,EC
W4399939353,10.48075/ijerrs.v5i2.32776,2024,José Matarezi,A5099431878,MASCULINO,True,BR
W3208594270,10.1016/j.lana.2021.100092,2021,Cristiane Wanderley Cardoso,A5010442472,FEMININO,True,BR
W4390266028,10.3390/ijerph21010044,2023,Raquel A. F. Neves,A5054599497,FEMININO,True,BR
W4285304417,10.1590/0001-37652022020210683,2022,Carina Petsch,A5047893689,FEMININO,True,BR
W2807720103,10.1002/esp.4440,2018,Marcelo Cancela Lisboa Cohen,A5062374926,MASCULINO,True,BR
W2979237096,10.1590/2175-7860201970052,2019,Helen Michelle de Jesus Affe,A5065762212,FEMININO,True,BR
W3016195416,10.1007/s10064-020-01791-1,2020,Rodrigo Irineu Cerri,A5075312461,MASCULINO,True,BR
W4401169570,10.1016/j.flora.2024.152572,2024,Calebe Borges,A5071867053,MASCULINO,True,BR
W4405056567,10.1126/science.adn1477,2024,Nicholas K. Dulvy,A5011629984,MASCULINO,False,CA
W3132786102,10.1016/j.marpolbul.2021.112119,2021,Adriana Tudurí,A5090238630,FEMININO,False,UY
W3201852528,10.20502/rbg.v22i4.2017,2021,Samuel Rodrigues Ribeiro,A5028706022,MASCULINO,True,BR
W3165274309,10.1016/j.fct.2021.112284,2021,Nóra Pap,A5064588914,FEMININO,False,FI
W4312172961,10.37002/biobrasil.v12i4.2278,2022,Rosana Beatriz Silveira,A5078920005,FEMININO,False,
W3170885951,10.34024/rbecotur.2021.v14.11118,2021,José Martins da Silva-Júnior,A5060513486,MASCULINO,True,BR
W2994666989,10.1002/jat.3911,2019,Raphael de Mello Carpes,A5082007507,MASCULINO,True,BR
W2785404050,10.1007/s11356-018-1395-6,2018,Fernando Scherner,A5053685566,MASCULINO,True,BR
W4317039473,10.1007/s00442-022-05312-7,2023,Clarissa R. Teixeira,A5081946731,FEMININO,True,BR;US
W2971242503,10.1007/s00367-019-00586-y,2019,Cláudio Freitas Neves,A5025686036,MASCULINO,True,BR
W2783658625,10.1016/j.marpolbul.2018.01.007,2018,María Luisa Leal-Acosta,A5058131923,FEMININO,False,CL;MX
W2966572825,10.5380/dma.v50i0.66617,2019,Antônio Carlos Diegues,A5010167363,MASCULINO,True,BR;CL
W4383199897,10.37002/revistacepsul.vol12.2381e2023003,2023,Israel Hidenburgo Aniceto Cintra,A5027107804,MASCULINO,True,BR
W4382405168,10.1016/j.scitotenv.2023.165156,2023,João Marcos Schuab,A5016079630,MASCULINO,True,BR
W4372203445,10.1016/j.marenvres.2023.106016,2023,L. Palmeira-Pinto,A5067536758,INDEFINIDO,True,BR
W3088881202,10.5194/essd-13-671-2021,2021,Tiago Segabinazzi Dotto,A5047969707,MASCULINO,True,BR
W4393386694,10.1111/zsc.12657,2024,Claudia F. Vaga,A5082751308,FEMININO,True,BR;US
W4391091700,10.1016/j.jgar.2024.01.006,2024,Valentina Aravena-Ramírez,A5093455518,FEMININO,False,CL
W2973756312,10.3856/vol47-issue4-fulltext-6,2019,Alessandra da Fonseca,A5109436091,FEMININO,True,BR
W3025682754,10.1007/s12526-020-01055-x,2020,Rodolfo Leandro Nascimento,A5046039146,MASCULINO,True,BR
W4390456079,10.1016/j.marpolbul.2023.115975,2023,João Barreira,A5018169268,MASCULINO,True,BR
W4390512309,10.1016/j.aquaculture.2023.740536,2024,Maurílio Kaique Barreto,A5021230040,MASCULINO,True,BR
W2990008944,10.1016/j.aquabot.2019.103174,2019,Daniel Gorman,A5044698376,MASCULINO,True,BR
W3174856239,10.36560/14520211278,2020,Eduardo da Silva Gomes,A5061905953,MASCULINO,True,BR
W2968766139,10.1016/j.envres.2019.108637,2019,Joanna A. Ruszkiewicz,A5026754150,FEMININO,False,DE
W4360618814,10.3390/md21030197,2023,Maria Eduarda Mazzi Esquinca,A5020562320,FEMININO,True,BR
W3035689025,10.1590/1982-0224-2019-0081,2020,Juliano Ferrer,A5086835232,MASCULINO,True,BR
W3119573899,10.3389/fmars.2020.593474,2021,Pedro Fruet,A5007816795,MASCULINO,True,AU;BR
W4394008487,10.1016/j.marpolbul.2024.116332,2024,Victor Melo-Souza,A5095094885,MASCULINO,True,BR
W2904911358,10.2112/si81-001.1,2018,Walter Dennis Menezes de Oliveira,A5031347960,MASCULINO,False,
W4383751271,10.22564/brjg.v40i6.2200,2022,Vagner Roberto Elis,A5091908786,MASCULINO,True,BR;CU
W2918103344,10.1007/s10493-019-00350-y,2019,Gislene F. S. R. Fournier,A5046917035,FEMININO,True,BR
W2843407636,10.1016/j.envpol.2018.07.030,2018,Leonardo Fontes Estrella,A5076255387,MASCULINO,True,BR
W4400058687,10.1007/s44218-024-00048-8,2024,André Pardal,A5067963915,MASCULINO,True,BR
W2963893813,10.11646/zootaxa.4646.2.6,2019,Francielly Alcântara de Lima,A5024361577,FEMININO,True,BR
W3015857460,10.1111/mec.15444,2020,Ana Luzia Lacerda,A5062605761,FEMININO,True,BR
W4200093937,10.1007/s10750-021-04772-x,2021,Raquel A. F. Neves,A5054599497,FEMININO,True,BR
W4395676585,10.1080/10406638.2024.2344766,2024,Karen Caroline Ferreira Santaren,A5008473230,FEMININO,True,BR
W2958389949,10.1007/s10164-019-00604-7,2019,Milena Felix Nakamura,A5006413913,FEMININO,True,BR
W3154052561,10.1590/2675-2824069.20-338mss,2021,Mayara Santana da Silva,A5025537001,FEMININO,True,BR
W3174931829,10.7717/peerj.11503,2021,Renato Crespo Pereira,sem-id:W3174931829:0,MASCULINO,True,BR
W2949406890,10.1017/s0025315419000493,2019,Mário V. Condini,A5008208553,MASCULINO,True,BR
W2801651441,10.1515/ap-2018-0043,2018,Samuel Gómez,A5025303683,MASCULINO,False,MX
W4297816473,10.1017/s0031182022001007,2022,Kaitlyn M Dalrymple,A5075455630,INDEFINIDO,True,BR;US
W3185131774,10.1111/jfb.14863,2021,Karla Martins,A5060961657,FEMININO,True,BR
W4408710326,10.1109/access.2025.3553704,2025,Karen F. Paula,A5092471114,FEMININO,True,BR
W4415184363,10.1007/s12549-025-00674-1,2025,Ludmila Alves Cadeira do Prado,A5087579511,FEMININO,True,BR
W4289945371,10.1016/j.rsma.2022.102597,2022,Danilo Shoiti Hirota,A5057726245,MASCULINO,True,BR
W3034051256,10.5433/1679-0359.2020v41n4p1439,2020,Andressa Maria Rorato Nascimento de Matos,A5018411073,FEMININO,True,BR
W4220893354,10.37002/biobrasil.v12i3.1988,2022,Jerônimo Carvalho Martins,A5037802218,MASCULINO,True,BR
W2791012606,10.1142/s1464333218500023,2018,Ghislain Mwamba Tshibangu,A5014973617,INDEFINIDO,True,BR
W3043855742,10.1007/s10661-020-08507-8,2020,Juliana Ribeiro Nascimento,A5001033451,FEMININO,True,BR
W4416543126,10.1016/j.jhazmat.2025.140586,2025,Márcia Priscila Porto Dos Santos,A5114112293,FEMININO,True,BR
W3150305439,10.1007/s00203-021-02279-6,2021,Livia M. R. Vidal,A5100820260,FEMININO,True,BR
W2782943798,10.1515/bot-2017-0052,2018,Marcela Castilho Boro,A5050910417,FEMININO,True,BR
W4319081051,10.3390/coasts3010003,2023,Raquel A. F. Neves,A5054599497,FEMININO,True,BR
W4404636904,10.1016/j.marenvres.2024.106864,2024,Thales Jean Vidal,A5108980559,MASCULINO,True,BR
W4221077863,10.1016/j.margeo.2022.106780,2022,Rodolfo José Angulo,A5017822807,MASCULINO,True,BR
W4312322067,10.15406/jamb.2022.11.00329,2022,Ana Carolina Lustosa Gomes de Campos,A5056144405,FEMININO,True,BR
W4304806804,10.3390/fishes7050283,2022,Mariana Holanda,A5008959191,FEMININO,True,BR
W2989986904,10.1080/08941920.2019.1690722,2019,Deborah Santos Prado,A5048470920,FEMININO,True,BR
W2809930022,10.3140/bull.geosci.1665,2018,Marcello Gaetani,A5112181945,MASCULINO,True,BR;ES;IT
W2897888528,10.18542/ethnoscientia.v3i0.10207,2018,Glória Cristina Cornélio do Nascimento,A5012420861,FEMININO,True,BR
W3171014981,10.26359/costas.0902,2020,Aika Silveira Miura,A5036834502,FEMININO,True,BR
W4319082823,10.3390/metabo13020221,2023,Gleucinei dos Santos Castro,A5001912621,INDEFINIDO,True,BR
W2791496156,10.1016/j.meegid.2018.03.011,2018,João Perdigão,A5072231287,MASCULINO,False,PT
W4293767355,10.1016/j.rsma.2022.102635,2022,Christiane Sampaio de Souza,A5071974260,FEMININO,True,BR
W2931752719,10.1016/j.ecss.2019.03.013,2019,Gabriel Pereira Frota,A5007700492,MASCULINO,True,BR
W3006062959,10.1016/j.micpath.2020.104066,2020,Luciana Angelo Loges,A5024459225,FEMININO,True,BR
W4399630804,10.1016/j.talanta.2024.126418,2024,Pedro Victor Bomfim Bahia,A5001522564,MASCULINO,True,BR
W3216312332,10.1080/01650521.2021.1964902,2021,Jordan Tuparai Talhaferro,A5034234128,MASCULINO,True,BR
W4402053604,10.3390/s24175623,2024,Vinicius D. do Nascimento,A5085714588,MASCULINO,True,BR
W3169909792,10.1655/herpetologica-d-20-00031,2021,Thais H. Condez,A5079104566,FEMININO,True,BR
W4415050552,10.1016/j.envres.2025.123059,2025,Shailja Sharma,A5077842345,INDEFINIDO,False,IN
W2987687540,10.1007/s11192-019-03276-9,2019,Elizabeth Teixeira,A5062982777,FEMININO,True,BR
W4388745828,10.1016/j.marpolbul.2023.115764,2023,Rafael André Lourenço,A5084426469,MASCULINO,True,BR
W4321612945,10.1111/jfb.15357,2023,Paulo Roberto Santos dos Santos,A5012070424,MASCULINO,True,BR
W2969229097,10.1007/s41050-019-00011-4,2019,Hirdan Katarina de Medeiros Costa,A5070667153,INDEFINIDO,True,BR
W4414491445,10.1590/0001-3765202520250133,2025,Igor Souza‐Gonçalves,A5013185477,MASCULINO,True,BR
W2964789823,10.1002/aqc.3188,2019,Macarena Agrelo,A5035891986,FEMININO,True,BR
W2991547975,10.1016/j.seares.2019.101826,2019,Nicholas W. Daudt,A5038651279,MASCULINO,True,BR
W3006351011,10.1007/s10841-020-00219-1,2020,Danúbia Guimarães Silva,A5034308819,FEMININO,True,BR
W3018457609,10.1089/ind.2019.0037,2020,Higor Túlio Correa,A5077613800,MASCULINO,True,BR
W4378905289,10.3390/toxics11060491,2023,Konstantin Pikula,A5016169819,INDEFINIDO,False,RU
W7131884810,10.66205/rvbma.v11i1.1370,2023,Danielle Ferreira Gomes Avelino,A5013815256,FEMININO,True,BR
W3082897702,10.1016/j.dsr.2020.103365,2020,Richard Schwarz,A5076553477,MASCULINO,True,BR;DE
W3176754119,10.1093/af/vfab019,2021,Gabriela Prestes-Carneiro,A5082078575,FEMININO,True,BR
W4281254710,10.1016/j.aqrep.2022.101174,2022,Jenyffer Medeiros Campos Guerra,A5100684052,FEMININO,True,BR
W4285204128,10.1590/2317-4889202220210065,2022,Afonso César Rodrigues Nogueira,A5068003440,MASCULINO,True,BR
W4377691253,10.11646/zootaxa.5295.1.1,2023,Claudia Sacchetti,A5092000129,FEMININO,True,BR;PT
W4390752559,10.3390/surfaces7010005,2024,Afonso da Silva Júnior,sem-id:W4390752559:0,MASCULINO,True,BR
W2974425492,10.15560/15.5.797,2019,Juliana Ferreira da Silva,A5055058324,FEMININO,True,BR
W4283366923,10.1016/j.marpolbul.2022.113865,2022,Raquel A. F. Neves,A5054599497,FEMININO,True,BR
W4312722042,10.1590/2317-4889202220210064,2022,Vivian Cristina Dias,A5087184674,FEMININO,True,BR
W4400684481,10.32435/envsmoke-2024-0006,2024,Flavio de Almeida Alves-Júnior,A5023631595,MASCULINO,True,BR
W2945193488,10.1016/j.rsma.2019.100687,2019,Marcelo Aguiar Rodrigues,A5016720178,MASCULINO,True,BR
W4288086671,10.3791/60238-v,2019,Helena Villela,A5070474743,FEMININO,True,BR;CZ
W2808614731,10.1016/j.jngse.2018.06.011,2018,Matheus de Andrade Cruz,A5022839226,MASCULINO,True,BR
W4206191172,10.3390/d14010029,2022,Izabela Santos Mendes,A5075008061,FEMININO,True,BR
W4404771482,10.1017/s0025315424000973,2024,Valdemiro Muhala,A5018028068,MASCULINO,True,BR;MZ
W2948282944,10.1016/j.envpol.2019.06.005,2019,Monizze Vannuci‐Silva,A5069834346,FEMININO,True,BR
W4405628192,10.1093/glycob/cwae098,2024,Adriani L. Felix,A5027547314,FEMININO,True,BR
W4280571107,10.1016/j.jsames.2022.103841,2022,Daniele de Melo Mendes Britto,A5009872743,FEMININO,True,BR
W3039260588,10.1080/26388081.2020.1753571,2020,Ezequiane Machado da Silva,A5042360369,FEMININO,True,BR
W3124972349,10.1111/maec.12640,2021,Flávia R. S. Andrade,A5046773990,FEMININO,True,BR
W2791328791,10.1016/j.nut.2018.02.001,2018,Débora Ayres Saraiva,A5088919801,FEMININO,True,BR
W2841622833,10.1016/j.ecoenv.2018.06.077,2018,Tatiana M.B. Cabrini,A5050781941,FEMININO,True,BR
W7128814300,10.1016/j.foreco.2026.123608,2026,Vítor J. C. Rodrigues,A5125893032,MASCULINO,True,BR
W4385578682,10.1017/s095410202300010x,2023,Franciane Pellizzari,A5016324951,FEMININO,True,BR
W4294957614,10.1590/1676-0611-bn-2022-1363,2022,Mauro Galetti,A5065042718,MASCULINO,True,BR
W4280594262,10.1017/s0025315422000236,2022,Maria Clara G. Queiroz-Brito,A5026020905,FEMININO,True,BR
W4285192843,10.1590/0001-3765202220210395,2022,João A. G. R. Almeida,A5012597268,MASCULINO,True,BR
W3192215288,10.3389/fevo.2021.704838,2021,Thyara Noely Simões,A5037615652,FEMININO,True,BR
W4403002568,10.1002/adsu.202400378,2024,Bruno Galvão de Campos,A5057290516,MASCULINO,True,BR
W3023287295,10.1016/j.marpetgeo.2020.104431,2020,Giuseppe Palladino,A5054140572,MASCULINO,False,GB;IT
W2921107267,10.5380/abequa.v10i1.59468,2019,Rodolfo José Angulo,A5017822807,MASCULINO,True,BR
W4378715895,10.20889/m47e23006,2023,André de Paiva Toledo,A5084030398,MASCULINO,True,BR
W4221127612,10.26848/rbgf.v15.1.p583-598,2022,Diego Emanoel Moreira da Silva,A5008467086,MASCULINO,True,BR
W4405530783,10.1016/j.marpolbul.2024.117458,2024,Luana Portz,A5051749739,FEMININO,False,ES
W3096177679,10.1016/j.quaint.2020.10.074,2020,Daniela Klökler,A5053131296,FEMININO,True,BR
W4413371924,10.1016/j.renene.2025.124288,2025,Moacyr Araújo,A5074867941,MASCULINO,True,BR
W3129042311,10.1016/j.rsma.2021.101654,2021,Mateus Georgenes Magarotto,A5019954824,MASCULINO,True,BR
W3033840433,10.5801/ncn.v23i1.6570,2020,Thaylana Pires Do Nascimento,A5018182345,FEMININO,True,BR
W3034606474,10.1016/j.forsciint.2020.110362,2020,Caroline Frota Brito de Almeida Salema,A5033046751,FEMININO,True,BR
W4391541125,10.3390/cli12020022,2024,Jakeline Baratto,A5047364197,FEMININO,True,BR
W4293561877,10.1017/s002531542200056x,2022,Anderson Vilasboa,A5040122123,MASCULINO,True,BR
W2892009592,10.32360/acmar.v51i1.19328,2018,Lívio Moreira de Gurjão,A5044861776,MASCULINO,True,BR
W4381165584,10.1007/s13762-023-05027-z,2023,R. Jenice Aroma,A5024478044,INDEFINIDO,False,IN
W2889507033,10.1002/ajpa.23681,2018,Luis Pezo‐Lanfranco,A5088101985,MASCULINO,True,BR
W3025297796,10.4236/ojfd.2020.102007,2020,Gicélia Moreira,A5009092818,FEMININO,True,BR
W4403546309,10.1590/1676-0611-bn-2024-1642,2024,Victor G. Sales-Santos,A5114324958,MASCULINO,True,BR
W3021141324,10.1016/j.jmarsys.2020.103361,2020,Manoela C. Brandão,A5062579202,FEMININO,True,BR;FR
W2903819538,10.1029/2018pa003437,2018,Igor Martins Venancio,A5052155133,MASCULINO,True,BR;DE
W4401955820,10.5380/dma.v63i0.88097,2024,Kamila Regina De Toni,A5092068233,FEMININO,False,
W4224883204,10.31533/pubvet.v16n04a1077.1-6,2022,Carlos José Raupp Ramos,A5101511492,MASCULINO,True,BR
W2972235281,10.1080/14772000.2019.1649738,2019,Rosana Moreira da Rocha,A5006412943,FEMININO,True,BR
W4297198902,10.1002/star.202200130,2022,Bruna Lago Tagliapietra,A5080535344,FEMININO,True,BR
W4313816866,10.1007/s11356-023-25135-0,2023,Ana Lúcia Paz Cardozo,A5082445938,FEMININO,True,BR
W4309633648,10.1016/j.applanim.2022.105792,2022,Sílvio Peixoto,A5002989863,MASCULINO,True,BR;US
W4362511565,10.1016/j.marpol.2023.105597,2023,Andrei Polejack,A5028593708,MASCULINO,True,BR;SE
W3163582508,10.1016/j.jenvman.2021.112671,2021,Alana Casagrande,A5108628516,FEMININO,True,BR
W4214940007,10.1590/s1984-29612022010,2022,Arícia Débora Vasconcelos Fonsêca,sem-id:W4214940007:0,FEMININO,True,BR
W4229378220,10.1002/cli2.36,2022,Dann Mitchell,A5083611131,MASCULINO,False,GB
W3006618796,10.14393/rcg207247140,2019,Wellington Augusto Andrade Fernandes,A5054992522,MASCULINO,True,BR
W2989738925,10.21680/2447-3359.2019v5n0id18406,2019,Francisco Wendell Dias Costa,A5073716516,MASCULINO,True,BR
W4414382522,10.1016/j.scitotenv.2025.180494,2025,Suman Paul,A5091417172,INDEFINIDO,False,IN
W4327973734,10.3390/w15061185,2023,Fernando César Perina,A5025392129,MASCULINO,False,PT
W4387421561,10.1016/j.jip.2023.107999,2023,Vinícius Queiroz,A5041147386,MASCULINO,True,BR
W4416819453,10.56238/revgeov16n5-213,2025,Nelson Félix,A5049073431,MASCULINO,False,
W3165121171,10.1016/j.ocecoaman.2021.105699,2021,José Belquior Gonçalves Neto,A5061456493,MASCULINO,True,BR
W2890447852,10.7717/peerj.5561,2018,Bruno Welter Giraldes,A5066608299,MASCULINO,False,QA
W2989988402,10.1186/s13002-019-0337-9,2019,Iamara da Silva Policarpo Brito,A5012641089,FEMININO,True,BR
W3014344309,10.1016/j.gr.2020.02.010,2020,Florian C. Krob,A5012177902,MASCULINO,False,DE
W2906408861,10.1111/nph.15554,2018,Julie A. Lee‐Yaw,A5029340130,FEMININO,False,CA
W3005092685,10.1007/s00244-020-00710-5,2020,Giuliana Seraphim de Araújo,A5001086187,FEMININO,True,BR
W3127762821,10.1017/s0025315420001393,2021,Dalilla da Silva Salvati,A5010263076,FEMININO,True,BR
W3200389630,10.1016/j.scitotenv.2021.150186,2021,Ana Luzia Lacerda,A5062605761,FEMININO,True,BR;FR
W4406371397,10.1111/brv.13179,2025,Larissa Faria,A5018137936,FEMININO,True,BR
W3159565836,10.1016/j.aquabot.2021.103395,2021,Abdiel Jover Capote,A5020734102,MASCULINO,False,CU;ES
W4319297851,10.1007/s11258-023-01294-5,2023,Leticia Bolian Zimback,A5117706452,FEMININO,True,BR
W4295004884,10.14393/sn-v34-2022-64481,2022,Francisco Vladimir Silva Gomes,A5023951508,MASCULINO,True,BR
W3213651010,10.14808/sci.plena.2021.101701,2021,Isabela Ferreira Batista,A5074678927,FEMININO,True,BR
W3139197902,10.1016/j.scitotenv.2021.146548,2021,Bianca de Sousa Rangel,A5066633308,FEMININO,True,BR
W4401580314,10.11606/1807-0205/2024.64.031,2024,Luiz Ricardo L. Simone,A5070200084,MASCULINO,True,BR
W3137671135,10.1007/s11069-021-04676-y,2021,Helen Cristina Dias,A5053339757,FEMININO,True,BR
W4410124727,10.1007/s42452-025-06915-4,2025,Patrícia Danielle Oliveira de Almeida,sem-id:W4410124727:0,FEMININO,True,BR
W2963309581,10.18226/21789061.v11i3p544,2019,"Centro Universitário Senac, Santo Amaro, São Paulo, Brasil",sem-id:W2963309581:0,INDEFINIDO,True,BR
W4225128689,10.1007/s10914-022-09607-7,2022,Luana Nara,A5029571876,FEMININO,True,BR
W4224911181,10.1016/j.seares.2022.102203,2022,Eudriano F. S. Costa,A5087483984,INDEFINIDO,False,PT
W3088407120,10.1590/s2675-28242020068311,2020,Yago Bruno Silveira Nunes,A5087999090,MASCULINO,True,BR
W4409665845,10.1007/s44288-025-00153-2,2025,José Eduardo Bonini,A5055033648,MASCULINO,True,BR
W3217593820,10.1016/j.scitotenv.2021.152019,2021,Maria Claudia Rayol Sola,A5045283501,FEMININO,True,BR
W4381848527,10.1093/zoolinnean/zlad022,2023,Morgane Dromby,A5060571393,FEMININO,False,PL
W3145066563,10.1016/j.jsames.2021.103323,2021,Thyego Roberto da Silva,A5073571716,MASCULINO,True,BR
W4220927474,10.3389/frym.2022.671886,2022,Pedro Regoto,A5078808453,MASCULINO,True,BR;CH;FR;GB
W3175652095,10.1038/s41598-021-92425-3,2021,Pablo Cáceres,A5067860713,MASCULINO,False,CL
W3156486577,10.11646/zootaxa.4955.1.1,2021,ROSANA CUNHA,A5037514238,FEMININO,True,BR
W4390684476,10.1590/s1678-86212024000100723,2024,Lucimária Pirangi Leite,A5093696134,FEMININO,True,BR
W2968631854,10.11606/rdg.v37i0.155023,2019,Marco Túlio Mendonça Diniz,A5064581463,MASCULINO,True,BR
W4224220640,10.1016/j.jsames.2022.103801,2022,Luísa Collischonn,A5085588402,FEMININO,True,BR
W3183160604,10.1016/j.marpolbul.2021.112735,2021,Lorena da Silva Souza,A5024033171,FEMININO,False,ES
W7155382758,10.3389/focsu.2026.1721755,2026,Ana C. Suhett,A5055552036,FEMININO,True,BR
W4309029261,10.1016/j.scitotenv.2022.160189,2022,Qiang Yao,A5040306930,INDEFINIDO,False,US
W4291886532,10.1007/s41208-022-00480-y,2022,Flavio de Almeida Alves-Júnior,A5023631595,MASCULINO,True,BR
W4200360448,10.3390/jmse9121447,2021,In-Young Ahn,A5076762381,INDEFINIDO,False,KR
W2914829755,10.1080/14772000.2018.1554606,2019,Pedro Fasura de Amorim,A5013033857,MASCULINO,True,BR
