work_id,doi,ano,primeiro_autor,author_id,genero_primeiro_autor,primeiro_autor_no_brasil,paises_primeiro_autor
W4417435735,10.1016/j.aquabot.2025.103984,2025,Maria Cecília Santana de Lima,A5035875938,FEMININO,True,BR
W7115594728,10.3390/jmse13122380,2025,Thomaz Augusto Kras Benatti,sem-id:W7115594728:0,MASCULINO,True,BR
W7117236240,10.1016/j.geoen.2025.214349,2025,Gabriel Brandão de Miranda,A5084386913,MASCULINO,True,BR
W7117301724,10.1016/j.jclepro.2025.147397,2025,Henrique D.S. Borburema,A5121313367,MASCULINO,True,BR
W7117485777,10.1016/j.dsr.2025.104645,2025,Lucas da Silva Salimene,A5091668694,MASCULINO,True,BR
W7118083758,10.1016/j.jsames.2025.105939,2026,Amanda Vilar,A5103796996,FEMININO,True,BR
W7118096643,10.1080/09507116.2025.2610427,2026,Walker Andrade Silva Filho,A5121877395,MASCULINO,True,BR
W7118177186,10.1007/s11269-025-04476-0,2026,Josias da Silva Cruz,A5000622468,MASCULINO,True,BR
W7118704996,10.1016/j.scitotenv.2025.181341,2026,Ana Clara de Lara Maia,A5122070070,FEMININO,True,BR
W7125166933,10.1021/acsomega.5c09944,2026,Nívia M. Oliveira,A5123461539,FEMININO,True,BR
W7126265785,10.1590/2318-0331.312620250154,2026,Maria de Andrade Rocha Alencar Castro,A5101964190,FEMININO,False,US
W7127149066,10.1016/j.algal.2026.104547,2026,Cicero Alves-Lima,A5124800977,MASCULINO,False,PT
W7127374919,10.1016/j.ptlrs.2026.01.012,2026,Hyago Santos,A5123618666,MASCULINO,True,BR
W7127455646,10.7717/peerj.20736,2026,João Rosa de Almeida,A5041160946,MASCULINO,False,PT
W7128451916,10.1063/5.0310551,2026,V. E. Santana,A5125440309,INDEFINIDO,True,BR
W7128796565,10.1038/s43247-026-03282-9,2026,Fernanda Marcello,A5087334114,FEMININO,False,
W7129728732,10.1007/s43621-026-02760-6,2026,Ștefan Constantinescu,A5102917454,MASCULINO,False,RO
W7130375121,10.1007/s00267-025-02381-1,2026,Tatiani Andressa Modkovski,A5091809052,FEMININO,True,BR
W7131360868,10.1007/s11269-026-04522-5,2026,Iago de Carvalho Mello,A5093056986,MASCULINO,True,BR
W7133332657,10.1007/s10596-026-10413-w,2026,Paulo Henrique Ranazzi,A5000426207,MASCULINO,True,BR
W7133518926,10.1016/j.ptlrs.2026.02.006,2026,Larissa Alves da Silva,A5059888500,FEMININO,True,BR
W7134208816,10.1002/jsde.70036,2026,Luara Ribeiro Viana,A5056247953,FEMININO,True,BR
W7134807740,10.1016/j.orggeochem.2026.105176,2026,Sandra B. Jorge,A5128670458,FEMININO,True,BR
W7135025959,10.1121/10.0043000,2026,G. Gouesbet,A5064646379,INDEFINIDO,False,FR
W7136816652,10.1021/acsomega.5c13209,2026,José V. L. da Silva,A5129414411,MASCULINO,True,BR
W7139923195,10.1111/jpy.70155,2026,J. Schwoerbel,A5091305745,INDEFINIDO,False,AU;CA
W7140103562,10.1016/j.partic.2026.03.009,2026,Fran Sérgio Lobato,A5073695962,INDEFINIDO,True,BR
W7143328531,10.2118/231854-pa,2026,Felipe de A. Lima,A5130920838,MASCULINO,True,BR
W7147007009,10.1109/lgrs.2026.3679654,2026,Eduardo H. Teixeira,A5057028183,MASCULINO,True,BR
W7156274771,10.1021/acssuschemeng.6c00872,2026,Anna Trubetskaya,A5055922444,FEMININO,False,IE;NO
W7159838580,10.3390/modelling7030084,2026,Jassiel V. H. Fontes,A5124642229,MASCULINO,False,
W7159988058,10.1016/j.reprotox.2026.109253,2026,Amanda S Nunes,A5135067306,FEMININO,True,BR
W7160027634,10.1016/j.toxlet.2026.111906,2026,Gabriela Pustiglione Marinsek,A5058643336,FEMININO,True,BR
W7160256452,10.1007/s10750-026-06225-9,2026,Gülce Yalçın,A5007302127,INDEFINIDO,False,DE;TR
W7160507844,10.1007/s40430-026-06333-6,2026,Sandro C. Valente,A5013888329,MASCULINO,True,BR
W7161147620,10.1016/j.cpc.2026.110214,2026,Anderson de Moura Ribeiro,A5101307982,MASCULINO,True,BR
W7162198679,10.1016/j.dsr.2026.104704,2026,Nelson Violante-Carvalho,A5014521593,MASCULINO,True,BR
W7165198144,10.1007/s10064-026-05067-y,2026,José V. Gaspareto,A5013373721,MASCULINO,True,BR
W7166089486,10.1007/s11071-026-12713-3,2026,Sandro C. Valente,A5013888329,MASCULINO,True,BR
W7168029314,10.1080/00986445.2026.2700545,2026,Patricia Braz Ximango,A5041264829,FEMININO,True,BR
W7168096401,10.1080/00986445.2026.2700553,2026,Danilo Silva Ferreira,A5067755404,MASCULINO,True,BR
W7168264263,10.1021/acsomega.6c03697,2026,Thaise do Socorro de Oliveira Araujo,A5140719528,FEMININO,False,
W7169816368,10.1016/j.csr.2026.105755,2026,Pedro A. Rodrigo,A5091295744,MASCULINO,True,BR
W2788226781,10.3389/fendo.2017.00369,2018,Albená Nunes-Silva,A5022946535,FEMININO,True,BR
W2986403261,10.1080/23249676.2019.1687017,2019,Kelly Marina Silva Santos,A5061019918,FEMININO,True,BR
W2916433753,10.1007/s40430-019-1643-9,2019,Eugenio Libório Feitosa Fortaleza,A5001625484,MASCULINO,True,BR
W2765080032,10.3390/rs10020214,2018,Vinícius Rafael Neris dos Santos,A5028404811,MASCULINO,True,BR
W2791650343,10.3390/colloids2010010,2018,Adriana Da Cruz,A5109391008,FEMININO,True,BR
W2973803560,10.4490/algae.2019.34.8.26,2019,Silvia Maria Pita de Beauclair Guimarães,A5012902682,FEMININO,True,AM;BR
W2981730598,10.3390/rs11212487,2019,Davi de Carvalho Diniz Melo,A5061563633,MASCULINO,True,BR
W3102293794,10.22564/rbgf.v38i2.2045,2020,Rafael Espíndola Canata,A5010410004,MASCULINO,True,BR
W2789834334,10.1016/j.petrol.2018.02.056,2018,Rosângela Barros Zanoni Lopes Moreno,A5063632872,FEMININO,True,BR
W2885794846,10.1590/s1413-41522018165697,2018,Leonardo Francisco,A5112380340,MASCULINO,True,BR
W2922598576,10.1080/14772000.2019.1572668,2019,Tammy Iwasa‐Arai,A5044673806,FEMININO,True,BR
W2923796291,10.2118/194504-pa,2019,Thiago Lima Silva,A5045227014,MASCULINO,True,BR;NO
W2933102276,10.1029/2018jc014762,2019,Márcio Borges Ferreira,A5016295407,MASCULINO,True,BR
W2936171030,10.11646/zootaxa.4577.3.7,2019,ANTÔNIO JOÃO MALAFAIA PEIXOTO,A5068500812,MASCULINO,True,BR
W2946539121,10.11646/zootaxa.4609.3.1,2019,Daniel C. Cavallari,A5058295182,MASCULINO,True,BR
W2996712993,10.5419/bjpg2019-0025,2019,T. B. Silva,A5008454705,INDEFINIDO,True,BR
W2999024409,10.5852/ejt.2020.592,2020,Luiz Felipe Andrade,A5058279890,MASCULINO,True,BR
W3024293734,10.3390/en13102564,2020,Anderson Passos de Aragão,A5023300917,MASCULINO,True,BR
W3087921894,10.1016/j.petrol.2020.107960,2020,Ashish Kumar Loomba,A5066456926,INDEFINIDO,True,BR
W3130362520,10.1016/j.petrol.2021.108557,2021,Alana Almeida da Costa,A5042563415,FEMININO,True,BR
W2584321617,10.24423/cames.15,2020,Fábio Dall Cortivo,A5074602705,MASCULINO,True,BR
W2783539428,10.1088/1873-7005/aaa739,2018,Miguel Alberto Manna,A5109935134,MASCULINO,False,FR;MA
W2790653297,10.1016/j.petrol.2018.03.077,2018,Ana Carolina Abreu,A5110547619,FEMININO,True,BR
W2886658823,10.1016/j.chemosphere.2018.08.048,2018,Tiane Ferreira de Castro,A5048141335,FEMININO,True,BR
W2888290228,10.1109/tla.2018.8444389,2018,Mònica Guidi,A5112793244,FEMININO,True,BR
W2898791322,10.1007/s11269-018-2121-3,2018,José Roberto Ribas,A5036875560,MASCULINO,True,BR
W2905049556,10.11646/phytotaxa.388.4.3,2019,Beatriz Brunelli,A5002333377,FEMININO,True,BR
W2906833654,10.14393/sn-v30n3-2018-11,2018,Marcio Costa Abreu,A5015097740,MASCULINO,False,
W2907584209,10.1016/j.jappgeo.2018.12.009,2018,Paulo Roberto Moura de Carvalho,A5101430814,MASCULINO,True,BR
W2916691831,10.11646/zootaxa.4560.1.5,2019,Camila Fernanda Silva,A5081449024,FEMININO,True,BR
W2947000384,10.1590/1678-4766e2019021,2019,Lorena Karine Santos Sousa,A5058322166,FEMININO,True,BR
W2971267343,10.4028/www.scientific.net/ddf.396.22,2019,Yuri Theodoro Barbosa de Lima,A5011215983,MASCULINO,True,BR
W2971914697,10.3390/laws8040032,2019,Antônio Pasqualetto,A5033658666,MASCULINO,True,BR
W2995648704,10.14393/rbcv71n4-49274,2019,Giuliano Sant’Anna Marotta,A5036027203,MASCULINO,True,BR
W3004619916,10.1016/j.jmrt.2020.01.006,2020,Bruno Deves Flores,A5036505086,MASCULINO,True,BR
W3006777944,10.1007/s11750-020-00547-0,2020,Carlos Andrés Cano Gamboa,A5036411158,MASCULINO,True,BR
W3129912692,10.11606/1807-0205/2021.61.19,2021,Laiane Lane Lucena de Medeiros,A5090166287,FEMININO,True,BR
W3130166453,10.5327/z2176-947820200760,2021,Álvaro José de Almeida Pinto,A5010400695,MASCULINO,True,BR
W3155518138,10.1109/lgrs.2021.3071254,2021,Leticia Cristina Ribeiro,A5007571738,FEMININO,False,
W4213019754,10.1016/j.energy.2022.123552,2022,Ophélie Choupin,A5074643207,INDEFINIDO,True,BR
W2786533534,10.15628/holos.2018.5698,2018,Eduardo Pereira da Silva,A5034543138,MASCULINO,True,BR
W2793792075,10.5380/raega.v43i0.56564,2018,Carlos Henrique Sopchaki,A5024026106,MASCULINO,True,BR
W2883794565,10.1007/s40415-018-0487-3,2018,Fábio Nauer,A5074526911,MASCULINO,True,BR
W2897472430,10.4136/ambi-agua.2238,2018,Kalesson Martins de Alencar,A5006691616,INDEFINIDO,True,BR
W2901127290,10.1590/s1679-875920180192406603,2018,Orlei Antonio Negrello-Filho,A5005514837,MASCULINO,True,BR
W2922331885,10.1016/j.conengprac.2019.02.005,2019,Marcelo Lopes de Lima,A5101860732,MASCULINO,True,BR
W2926673583,10.1590/2318-0331.241920180030,2019,Carla de Abreu D’Aquino,A5072493269,FEMININO,True,BR
W2945306780,10.11646/phytotaxa.404.1.3,2019,Rabia Bibi,A5101901562,INDEFINIDO,False,PK
W2963360003,10.1002/aic.16735,2019,Anália S. de Paula,A5064873283,FEMININO,True,BR
W2964613333,10.22564/rbgf.v37i2.2003,2019,Alexandre Rodrigo Maul,A5064843263,MASCULINO,True,BR
W2971067660,10.5380/raega.v46i3.67098,2019,Andeise Cerqueira Dutra,A5005264645,INDEFINIDO,True,BR
W2995121062,10.1590/s1413-41522019195402,2019,Raul Francischini Boian,A5061608883,MASCULINO,True,BR
W2998744806,10.1016/j.petrol.2020.106927,2020,Felipe de O. Apolinário,A5075839479,MASCULINO,True,BR
W3005196702,10.1016/j.rsma.2020.101141,2020,Patrícia P.B. Eichler,A5003092948,FEMININO,True,BR
W3014986157,10.1007/s40314-020-01407-0,2021,Marcelo V. Flamarion,sem-id:W3014986157:0,MASCULINO,True,BR
W3017466359,10.2478/bog-2020-0004,2020,Alberto de Oliveira,A5101508545,MASCULINO,True,BR
W3035207059,10.11606/1807-0205/2020.60.22,2020,Luiz Felipe Andrade,A5058279890,MASCULINO,True,BR
W3042166641,10.1016/j.conbuildmat.2020.120010,2020,Rodrigo Rogério Cerqueira da Silva,A5064126521,MASCULINO,True,BR
W3044438220,10.4136/ambi-agua.2531,2020,Fernanda Neves Ferreira,A5074299634,FEMININO,True,BR
W3089225778,10.1016/j.cageo.2020.104617,2020,Aurea Soriano-Vargas,A5043567348,FEMININO,True,BR
W3108749711,10.1115/1.4049177,2020,Felipe Chagas,A5085099962,MASCULINO,True,BR
W3117341456,10.20502/rbg.v22i1.1881,2020,Cesar Augusto Crovador Siefert,A5058554954,MASCULINO,True,BR
W3126417448,10.1590/1806-9126-rbef-2019-0140,2021,José Alberto Giacometti,A5025741519,MASCULINO,True,BR
W3133297284,10.1590/0001-3765202120190011,2021,Déborah Fonseca Aguiar,A5054830504,FEMININO,True,BR
W3138707561,10.1007/s11004-021-09937-x,2021,Andreas S. Stordal,A5065477732,MASCULINO,False,NO
W3163781178,10.1007/s10811-021-02457-5,2021,Eduardo Bastos,A5056246400,MASCULINO,True,BR
W3166313731,10.2118/205513-pa,2021,P. J. Miranda-Lugo,A5087859018,INDEFINIDO,True,BR
W3180450147,10.1590/1806-9479.2021.238057,2021,Péterson Felipe Arias Santos,A5033600326,MASCULINO,True,BR
W3194309629,10.1093/jcbiol/ruab031,2021,Bertrand Richer de Forges,A5060380674,MASCULINO,False,FR
W3206601404,10.1590/s1413-415220180203,2021,M. D. de Oliveira,A5076119751,INDEFINIDO,True,BR
W3208070701,10.5585/geas.v10i1.19305,2021,Anna Luisa Abreu Netto,A5048343341,FEMININO,False,
W3215360024,10.1007/s10811-021-02642-6,2021,Fábio Nauer,A5074526911,MASCULINO,True,BR
W4210483237,10.1016/j.petrol.2022.110214,2022,Galdir Reges,A5072288045,INDEFINIDO,True,BR
W4285806037,10.1016/j.scitotenv.2022.157426,2022,Fábio Vinícius Marley Santos Lima,A5090590058,MASCULINO,True,BR
W4309003550,10.4028/p-408n90,2022,Jaifer Corrêa Martins,A5036765173,INDEFINIDO,True,BR
W2728207042,10.35424/rcarto.i98.140,2019,Luciana Maria Da Silva,A5062805392,FEMININO,True,BR
W2892763669,10.1590/s1413-41522018172373,2018,Camila Billerbeck,A5050745469,FEMININO,True,BR
W2896217478,10.1007/s40415-018-0501-9,2018,Renato Rocha-Jorge,A5046482469,MASCULINO,True,BR
W2899365279,10.15628/holos.2018.7089,2018,Alfredo Ismael Curbelo Garnica,A5070244639,MASCULINO,True,BR
W2901916501,10.1111/plb.12946,2018,Elisa Poltronieri Filipin,A5109409651,FEMININO,True,BR
W2903393384,10.11137/2018_3_71_81,2018,Fábio Luiz Albarici,A5047644562,MASCULINO,True,BR
W2955205502,10.11137/2019_1_308_316,2019,M. R. CUNHA,A5103858172,INDEFINIDO,True,BR;ES
W2964402776,10.1590/2318-0331.241920180102,2019,Guilherme Fuhrmeister Vargas,A5030153304,MASCULINO,True,BR
W2972390611,10.1017/s0025315419000754,2019,Marcelo Veronesi Fukuda,A5073245255,MASCULINO,True,BR
W2978424538,10.33448/rsd-v9i1.1493,2019,Lucas Henrique Pagoto Deoclecioa,sem-id:W2978424538:0,MASCULINO,False,
W2988635216,10.5016/geociencias.v37i1.11291,2018,Anny Keli Aparecida Alves Cândido,A5072310125,FEMININO,True,BR
W3001771151,10.1590/s1679-87592019022106702,2019,Sergio Rafael Del-Giovannino,A5007681532,MASCULINO,True,BR
W3007302134,10.1016/j.rsma.2020.101197,2020,Ivenis Pita,A5068257768,INDEFINIDO,True,BR
W3025960987,10.36659/dae.2020.042,2020,Yáscara Maia Araújo de Brito,A5058639553,FEMININO,True,BR
W3034811398,10.21166/metapre.v2i0.1316,2019,Monalisa Steil,A5018712031,FEMININO,True,BR
W3090209631,10.1080/02786826.2020.1830025,2020,Anna Flávia Ravanelli de Almeida,A5013943526,FEMININO,True,BR
W3096797033,10.1007/s13202-020-01030-z,2020,Dalmo Souza Amorim Jr.,A5015058027,MASCULINO,True,BR
W3103119920,10.1080/01932691.2020.1845195,2020,Italo Guimaraes Medeiros da Silva,A5071522078,MASCULINO,True,BR;US
W3111003049,10.5433/1679-0375.2020v41n2p171,2020,Luciane Agnoletti dos Santos Pedotti,A5005599301,FEMININO,True,BR
W3113046821,10.5902/2236117062686,2020,Ana Paula Dalcin,A5021954769,FEMININO,True,BR
W3129959259,10.14393/rbcv73n1-57774,2021,Andrea Galudht Santacruz Jaramillo,A5057957375,FEMININO,True,BR
W3133158265,10.1080/02626667.2021.1890749,2021,C. Zogheib,A5028992920,INDEFINIDO,False,GB
W3136181709,10.1007/s43388-021-00042-5,2021,Bruno de Andrade Linhares,A5052598190,MASCULINO,True,BR
W3202913192,10.11646/zootaxa.5047.3.5,2021,Daniela Correia Grangeiro,A5032947335,FEMININO,True,BR
W4232893483,10.5540/tema.2018.019.03.449,2018,André Grahl Pereira,A5009093164,MASCULINO,True,BR
W4280572352,10.37934/cfdl.14.4.1431,2022,Sergio Daruis,A5061620805,MASCULINO,False,
W4289546318,10.1080/00222933.2022.2101957,2022,Simone Pennafirme,A5081231855,FEMININO,True,BR
W4289641872,10.1007/s40430-022-03686-6,2022,P.R.S. Costa,A5024713416,INDEFINIDO,True,BR
W4310687158,10.33448/rsd-v11i15.37712,2022,Caroline Schmitz,A5067961995,FEMININO,True,BR
W4322713063,10.4090/juee.2019.v13n2.317-328,2019,Sidnei Pereira Silva,A5040105437,MASCULINO,True,BR
W4366987321,10.1111/wej.12871,2023,Jassiel V. H. Fontes,A5067098867,MASCULINO,True,BR
W2811299791,10.11646/zootaxa.4441.2.11,2018,Allana Stéphanie Tavares Cutrim,A5069594902,FEMININO,True,BR
W2901350436,10.3897/zse.94.27401,2018,Carlo Magenta da Cunha,A5069956169,MASCULINO,True,BR;US
W2901416871,10.14808/sci.plena.2018.105301,2018,Bruno Henrique Tondato Arantes,A5025732577,MASCULINO,True,BR
W2903105719,10.11137/2018_3_605_613,2018,Valéria Cristina Silva,A5050076858,FEMININO,True,BR
W2971046651,10.1590/2179-8087.026217,2019,Guilherme Oliveira,A5101878178,MASCULINO,True,BR
W3006800688,10.21168/rega.v16e15,2019,Ana Paula Dalcin,A5021954769,FEMININO,True,BR
W3009650028,10.33448/rsd-v9i3.2682,2020,Juni Silveira Cordeiro,A5007760523,INDEFINIDO,True,BR
W3014543488,10.29215/pecen.v4i0.1328,2020,Mara Rúbia Ferreira Barros,A5011032047,FEMININO,True,BR
W3021924466,10.20396/td.v16i0.8657989,2020,Augusto Gonçalves Nobre,A5072560003,MASCULINO,True,BR
W3033506285,10.34117/bjdv6n5-319,2020,Francisco Heider Willy dos Santos,A5011625706,MASCULINO,True,BR
W3046677716,10.5335/rbca.v12i2.10158,2020,Leonardo Tarazona Muzí De Carvalho,A5010894108,MASCULINO,True,BR
W3092066866,10.33448/rsd-v9i10.8391,2020,Fabiane Kazue Arai,A5070739130,FEMININO,True,BR
W3124945289,10.4003/006.038.0202,2021,Flávia Maria Pereira da Costa,A5087334771,FEMININO,True,BR
W3162693968,10.9771/geocad.v15i0.30650,2022,Sidney Sára Zanetti,A5015000480,MASCULINO,True,BR
W3163819513,10.1590/2317-4889202120200021,2021,Fábio Taioli,A5090218176,MASCULINO,True,BR
W3167684379,10.5007/2175-7925.2021.e78465,2021,Severino Adriano de Oliveira Lima,A5005760204,MASCULINO,True,BR
W3176551063,10.11646/zootaxa.4991.2.13,2021,Michelle Klautau,A5082615713,FEMININO,True,BR
W3179524909,10.47456/bjpe.v7i3.34960,2021,Fernando Cyrilo de Oliveira,A5099021475,MASCULINO,True,BR
W3183169851,10.1007/s11269-021-02870-y,2021,Maria Camila Alves Ramos,A5069748564,FEMININO,True,BR
W3192532301,10.21438/rbgas(2021)081924,2021,Mário Joel Ramos Júnior,A5038067693,MASCULINO,True,BR
W3192667958,10.22409/geographia2021.v23i51.a27944,2021,Waldir José Lustosa de Alencar Neto,A5001025529,MASCULINO,False,
W3213225343,10.4028/www.scientific.net/ddf.412.11,2021,Marla Rodrigues de Oliveira,A5066841632,FEMININO,True,BR
W4225525002,10.1007/s12665-022-10351-7,2022,Andre A. A. Lima,A5037672751,MASCULINO,True,BR
W4251770317,10.5747/ce.2020.v12.n1.e313,2020,Juliane Ferreira Caldeira,A5005890682,FEMININO,True,BR
W4285311261,10.4072/paleodest.2021.36.75.03,2021,Lucas D. Mouro,A5014672968,MASCULINO,True,BR
W4285737072,10.21708/issn27635325.v4n1.a10995.2022,2022,João Batista dos Santos,A5016335343,MASCULINO,True,BR
W4293085770,10.53660/conj-773-e18,2022,Sidney Eduardo Maciel dos Santos,A5010533293,MASCULINO,True,BR
W4311158027,10.21577/0100-4042.20170970,2022,Raquel Oliveira,sem-id:W4311158027:0,FEMININO,True,BR
W3154457016,,2020,Leandro Heleno Guimarães Lacerda,A5002398520,MASCULINO,True,BR
W4200192967,10.5212/terraplural.v.15.2117837.035,2021,Ariane Daniele Piccoli,A5103151724,FEMININO,True,BR
W4390404422,10.21712/lajer.2023.v10.n2.p13-22,2023,Victoria Almeida Conrado,A5093612071,FEMININO,True,BR
W4392281841,10.22533/at.ed.3174724260210,2024,William Manjud Maluf Filho,A5054030754,MASCULINO,True,BR
W4409134394,10.26848/rbgf.v18.3.p1857-1871,2025,Hélio Lopes Araújo,A5059536553,MASCULINO,True,BR
W4412622742,10.51891/rease.v11i7.20433,2025,Pedro Leonardo Silva da Cruz,sem-id:W4412622742:0,MASCULINO,True,BR
W2887573420,10.1590/s1679-87592018011706602,2018,Camila Pegorelli,A5077395772,FEMININO,True,BR
W2887894633,10.11606/issn.2316-9095.v18-146075,2018,Rebeca Seabra de Lima,A5086828254,FEMININO,True,BR
W2902667802,10.4236/oje.2018.811035,2018,Amanda Yumi Otsuka,A5013863398,FEMININO,True,BR
W3016476878,10.11646/zootaxa.4763.4.3,2020,Luiz Felipe Andrade,A5058279890,MASCULINO,True,BR
W2787633124,10.1115/1.4039260,2018,Monica C. Silva,A5054787520,FEMININO,True,BR
W2791172936,10.1590/0366-69132018643692267,2018,I. A. da Silva,A5071985145,INDEFINIDO,True,BR;US
W2805368648,10.22161/ijaers.5.5.43,2018,Thiana Santiago Nascimento,A5051431755,FEMININO,False,
W2886408607,10.1590/0001-3765201820170607,2018,Alejandro Esteweson Santos Faustino da Costa,A5027164130,MASCULINO,True,BR
W2896549436,10.1590/2318-0331.231820180002,2018,Joaquin Ignácio Bonnecarrère Garcia,A5042617130,MASCULINO,True,BR
W2902045944,10.1007/s12526-018-0929-y,2018,Wagner F. Magalhães,A5090275574,MASCULINO,False,US
W2925948478,10.11646/zootaxa.4571.4.3,2019,João Miguel de Matos Nogueira,A5051810154,MASCULINO,True,BR
W2937799664,10.1016/j.heliyon.2019.e01467,2019,Walmor Cardoso Godoi,A5029559248,MASCULINO,True,BR
W2963569912,10.21167/cqdvol15ic201923169664rpmvfrva2440,2019,Renata Passos Machado Vieira,A5000116447,FEMININO,True,BR
W3017020680,10.2118/201103-pa,2020,G. B. Oliva,A5051349228,INDEFINIDO,True,BR
W3023937027,10.1590/1676-0611-bn-2019-0872,2020,Daniela da Silva Castiglioni,A5078718969,FEMININO,True,BR
W3081331480,10.1680/jwama.19.00084,2020,Camila Dalla Porta Mattiuzi,A5010193209,FEMININO,True,BR
W3084213755,10.1016/j.asr.2020.08.035,2020,Nariane Bernardo,A5031837347,FEMININO,True,BR
W3087248095,10.1007/s10652-020-09767-1,2020,Rafael de Carvalho Bueno,A5017407990,MASCULINO,True,BR
W3107131361,10.1590/1678-4766e2020027,2020,Shayanna M. A. da R. Souza,A5013625113,FEMININO,True,BR
W3134722782,10.4028/www.scientific.net/ddf.407.147,2021,Mateus das Neves Gomes,A5071896540,MASCULINO,True,BR
W3196757371,10.1007/s40899-021-00555-3,2021,Telma Cristina Silva Teixeira,A5048016254,FEMININO,True,BR
W4404318786,10.5380/rn.v8i1-2.85079,2022,Claudia Bremec,A5047037755,FEMININO,False,AR
W116705026,,2018,Almir Olivette Artero,A5054621440,MASCULINO,True,BR
W2788049860,10.3844/jcssp.2018.273.285,2018,Rodolfo Wilvert Reitz,A5043963136,MASCULINO,True,BR
W2792283774,10.1080/1755876x.2018.1438567,2018,Gabriel da Silva Gomes,A5009758694,MASCULINO,True,BR
W2800451550,10.2216/16-133.1,2018,Nadia Martins Lemes-da-Silva,A5075073469,FEMININO,True,BR
W2803459482,10.11646/zootaxa.4422.4.8,2018,Jessika Alves,A5080477695,FEMININO,True,BR
W2805626033,10.1117/1.jrs.12.026025,2018,Rafael Saraiva Campos,A5078418729,MASCULINO,True,BR
W2810534128,10.1590/1679-78254373,2018,Jesús Antonio García Sánchez,A5007704084,MASCULINO,True,BR
W2888857512,10.1109/tla.2018.8447367,2018,Bruno Cortes,A5008119297,MASCULINO,True,BR
W2889566348,10.31413/nativa.v6i5.5719,2018,Mônica Carvalho de Sá,A5112385013,FEMININO,True,BR
W2903021296,10.1590/s1982-21702018000400030,2018,Darlan Miranda Nunes,A5014121048,MASCULINO,True,BR
W2906150791,10.22564/rbgf.v36i4.1975,2018,William Godoy de Azevedo Lopes de Silva,A5038635120,MASCULINO,True,BR
W2907263013,10.14393/rbcv70n5-44563,2018,D. M. C. VITTI,A5029561111,INDEFINIDO,True,BR
W2912368693,10.11646/zootaxa.4555.1.11,2019,Jessika Alves,A5080477695,FEMININO,True,BR
W2921171667,10.1016/j.petrol.2019.106565,2019,Daniel Ullmann de Brito,A5013982581,MASCULINO,True,BR;US
W2923148091,10.34019/2596-3325.2018.v19.24750,2018,Andrezza Ribeiro Menezes Moura,A5020437882,FEMININO,True,BR
W2951843761,10.1590/2236-8906-78/2018,2019,Cynthia Fernandes Pinto da Luz,A5004323501,FEMININO,True,BR
W2963139138,10.2118/187081-pa,2019,Forlan La Rosa Almeida,A5046328991,MASCULINO,True,BR
W2969031029,10.1007/s10236-019-01296-w,2019,Pedro Paulo de Freitas,A5008170173,MASCULINO,True,BR
W2976281434,10.1071/mf18449,2019,M. Guenther,A5027220907,INDEFINIDO,True,BR;IE
W2980480025,10.1590/2318-0331.241920180188,2019,Luiz Henrique Resende de Pádua,A5082860332,MASCULINO,True,BR
W2980820263,10.1016/j.rsma.2019.100876,2019,Laura Isabel Weber,A5031737527,FEMININO,True,BR
W2994536930,10.14807/ijmp.v10i6.1004,2019,Euler Sánchez,A5005248614,MASCULINO,True,BR
W2996776642,10.1515/jogs-2019-0013,2019,Ayelén Pereira,A5004203940,INDEFINIDO,False,AR
W3011570843,10.1371/journal.pone.0229717,2020,Natália Ranauro,A5038936649,FEMININO,True,BR
W3014677511,10.5252/zoosystema2020v42a8,2020,Ivanklin Soares Campos-Filho,A5054977097,INDEFINIDO,True,BR
W3024261169,10.1016/j.ijppaw.2020.04.007,2020,Alexandra Elaine Rizzo,A5024860043,FEMININO,True,BR
W3026934789,10.1016/j.jappgeo.2020.104074,2020,Emerson Rodrigo Almeida,A5027004904,MASCULINO,True,BR
W3038790281,10.1016/j.apacoust.2020.107480,2020,Guilherme Coelho da Silva Stanisce Corrêa,A5041786499,MASCULINO,True,BR
W3044289722,10.4136/ambi-agua.2536,2020,Murilo de Souza Ferreira,A5087037483,MASCULINO,True,BR;CA
W3045103799,10.4003/006.038.0104,2020,Alan Rodrigo Batistão,A5043252699,MASCULINO,True,BR
W3049295686,10.21168/rega.v17e6,2020,Graziele Muniz Miranda,A5005427709,FEMININO,True,BR
W3089466380,10.1007/s11242-020-01482-1,2020,Bruno J. Vicente,A5113895710,MASCULINO,True,BR
W3089796486,10.33448/rsd-v9i10.8637,2020,João Paulo de Amorim Oliveira,A5056664711,MASCULINO,True,BR
W3100969468,10.1163/15685403-bja10061,2020,Daniel da Silva Andrade,A5037144324,MASCULINO,True,BR
W3114193500,10.11646/zoosymposia.19.1.19,2020,João Miguel de Matos Nogueira,A5051810154,MASCULINO,True,BR
W3134143098,10.1016/j.icte.2021.02.007,2021,Joelma C.C. e Silva,A5072495833,FEMININO,True,BR
W3152335217,10.15517/rbt.v69isuppl.1.46394,2021,Carlos-Renato Rezende-Ventura,A5043112236,MASCULINO,True,BR
W3180423973,10.1017/s0954102021000304,2021,Cristiano Niederauer da Rosa,A5028765144,MASCULINO,True,BR
W3189454066,10.1590/2318-0331.262120210012,2021,Andressa Adna Cavalcante Morais,A5081181655,FEMININO,True,BR
W3199701419,10.2118/206740-pa,2021,André Ramos,A5071009461,MASCULINO,True,BR
