author_id,nome,primeiro_nome,genero,proporcao,prop_feminina_ibge,freq_ibge,motivo,paises,obras
A5070606454,Óscar Serrano,OSCAR,MASCULINO,0.9975,0.0025,37767,IBGE,AU;ES,3
A5070671904,Catherine E. Lovelock,CATHERINE,FEMININO,1.0000,1.0000,1716,IBGE,AU,4
A5047465059,Trisha B. Atwood,TRISHA,INDEFINIDO,,,0,nome ausente do IBGE,AU;US,1
A5020824771,Peter Ian Macreadie,PETER,MASCULINO,0.9939,0.0061,5241,IBGE,AU,4
A5089087468,Robert Canto,ROBERT,MASCULINO,0.9924,0.0076,38733,IBGE,AU,1
A5004573971,Stuart Phinn,STUART,MASCULINO,1.0000,0.0000,219,IBGE,AU,1
A5020275818,Ariane Arias‐Ortiz,ARIANE,FEMININO,0.9956,0.9956,74371,IBGE,ES;US,3
A5102524404,Le Bai,LE,INDEFINIDO,,,0,nome ausente do IBGE,AU,1
A5068044168,Jeff Baldock,JEFF,MASCULINO,1.0000,0.0000,295,IBGE,AU,1
A5028367057,Camila Bedulli,CAMILA,FEMININO,0.9964,0.9964,471559,IBGE,AU;BR,2
A5067325035,Paul E. Carnell,PAUL,MASCULINO,0.9762,0.0238,2020,IBGE,AU,2
A5037685160,Rod M. Connolly,ROD,INDEFINIDO,0.5658,0.4342,76,nome ambíguo no IBGE,AU,5
A5017690458,Paul M. Donaldson,PAUL,MASCULINO,0.9762,0.0238,2020,IBGE,,1
A5001619318,Alba Esteban,ALBA,FEMININO,0.9970,0.9970,15572,IBGE,AU,1
A5024719884,Carolyn J. Ewers Lewis,CAROLYN,FEMININO,1.0000,1.0000,159,IBGE,AU,1
A5077040357,Bradley David Eyre,BRADLEY,MASCULINO,1.0000,0.0000,87,IBGE,AU,4
A5003336253,Matthew A. Hayes,MATTHEW,MASCULINO,1.0000,0.0000,153,IBGE,AU,1
A5014249938,Pierre Horwitz,PIERRE,MASCULINO,0.9937,0.0063,6179,IBGE,AU,1
A5077218024,Lindsay Beaumont Hutley,LINDSAY,FEMININO,0.9565,0.9565,621,IBGE,AU,1
A5079878030,Christopher R. J. Kavazos,CHRISTOPHER,MASCULINO,0.9923,0.0077,2719,IBGE,AU,1
A5024501909,Jeffrey J. Kelleway,JEFFREY,MASCULINO,1.0000,0.0000,314,IBGE,AU,2
A5062573833,Gary A. Kendrick,GARY,MASCULINO,1.0000,0.0000,177,IBGE,AU,2
A5032580851,Kieryn L. Kilminster,KIERYN,INDEFINIDO,,,0,nome ausente do IBGE,AU,1
A5009213984,Anna Lafratta,ANNA,FEMININO,0.9967,0.9967,55609,IBGE,AU,2
A5020800076,Shing Yip Lee,SHING,INDEFINIDO,,,0,nome ausente do IBGE,AU;HK,3
A5016834453,Paul S. Lavery,PAUL,MASCULINO,0.9762,0.0238,2020,IBGE,AU;ES,2
A5067779433,Damien Troy Maher,DAMIEN,MASCULINO,1.0000,0.0000,54,IBGE,AU,4
A5036393696,Núria Marbà,NURIA,FEMININO,1.0000,1.0000,1455,IBGE,ES,2
A5011255450,Pere Masqué,PERE,INDEFINIDO,,,0,nome ausente do IBGE,AU;ES;IT;MC,6
A5101908415,Miguel Á. Mateo,MIGUEL,MASCULINO,0.9948,0.0052,240880,IBGE,AU;ES,2
A5043036549,RE Mount,RE,INDEFINIDO,,,0,nome ausente do IBGE,AU,1
A5031307025,Peter J. Ralph,PETER,MASCULINO,0.9939,0.0061,5241,IBGE,AU,3
A5054838793,Chris Roelfsema,CHRIS,INDEFINIDO,0.6021,0.6021,382,nome ambíguo no IBGE,AU,1
A5044538080,Mohammad Rozaimi,MOHAMMAD,MASCULINO,1.0000,0.0000,67,IBGE,AU;ID;MY,2
A5050056730,Radhiyah Ruhon,RADHIYAH,INDEFINIDO,,,0,nome ausente do IBGE,AU;ID,1
A5082210597,Cristian Salinas,CRISTIAN,MASCULINO,0.9667,0.0333,80171,IBGE,AU;CO,1
A5089468543,Jimena Samper‐Villarreal,JIMENA,FEMININO,1.0000,1.0000,158,IBGE,AU;CH;CR,9
A5022853382,Jonathan Sanderman,JONATHAN,MASCULINO,0.9927,0.0073,57677,IBGE,AU;US,2
A5066419873,Christian J. Sanders,CHRISTIAN,MASCULINO,0.9768,0.0232,11463,IBGE,AU;BR;CN,17
A5063133546,Isaac Rodrigues dos Santos,ISAAC,MASCULINO,0.9915,0.0085,27100,IBGE,AU;SE,8
A5089446883,C Sharples,,INDEFINIDO,,,0,nome abreviado,AU,1
A5079431839,Andy Steven,ANDY,INDEFINIDO,0.5808,0.4192,334,nome ambíguo no IBGE,AU,2
A5052391881,Toni Cannard,TONI,MASCULINO,0.9783,0.0217,7806,IBGE,AU,1
A5050181713,Stacey M. Trevathan‐Tackett,STACEY,FEMININO,1.0000,1.0000,29,IBGE,AU,2
A5087569260,Carlos Manuel Duarte,CARLOS,MASCULINO,0.9959,0.0041,1489191,IBGE,AU;BR;SA,20
A5002856269,Nathan Pacoureau,NATHAN,MASCULINO,0.9840,0.0160,17328,IBGE,CA;FR;US,8
A5087750501,Cassandra L. Rigby,CASSANDRA,FEMININO,1.0000,1.0000,4523,IBGE,AU,8
A5074016954,Peter M. Kyne,PETER,MASCULINO,0.9939,0.0061,5241,IBGE,AU,4
A5086410182,Richard B. Sherley,RICHARD,MASCULINO,0.9928,0.0072,50270,IBGE,GB,1
A5086250118,Henning Winker,HENNING,MASCULINO,1.0000,0.0000,39,IBGE,IT;SE,2
A5042039118,John K. Carlson,JOHN,MASCULINO,0.9956,0.0044,19753,IBGE,US,8
A5110267531,Sonja V. Fordham,SONJA,FEMININO,1.0000,1.0000,619,IBGE,US,3
A5006262649,Rodrigo R. P. Barreto,RODRIGO,MASCULINO,0.9953,0.0047,601650,IBGE,BR;US,10
A5032563731,Daniel Fernando,DANIEL,MASCULINO,0.9932,0.0068,711338,IBGE,LK;SE,8
A5036209141,Malcolm P. Francis,MALCOLM,MASCULINO,1.0000,0.0000,130,IBGE,NZ,4
A5021861796,Rima W. Jabado,RIMA,FEMININO,1.0000,1.0000,119,IBGE,AE;AU;CH,7
A5090861767,Katelyn B. Herman,KATELYN,FEMININO,1.0000,1.0000,302,IBGE,US,5
A5112601800,Kwang-Ming Liu,KWANG,MASCULINO,1.0000,0.0000,50,IBGE,TW,1
A5079902325,Andrea Denise Marshall,ANDREA,FEMININO,0.9935,0.9935,176094,IBGE,ES;US,3
A5090801242,Riley A. Pollom,RILEY,INDEFINIDO,0.8358,0.1642,134,nome ambíguo no IBGE,CA;US,8
A5042743351,Evgeny V. Romanov,EVGENY,INDEFINIDO,,,0,nome ausente do IBGE,FR;RE,4
A5003477041,Colin Ashley Simpfendorfer,COLIN,MASCULINO,1.0000,0.0000,72,IBGE,AU;FR,12
A5062978375,Jamie S. Yin,JAMIE,INDEFINIDO,0.5340,0.5340,103,nome ambíguo no IBGE,CA;US,1
A5022190399,Holly K. Kindsvater,HOLLY,INDEFINIDO,,,0,nome ausente do IBGE,US,2
A5011629984,Nicholas K. Dulvy,NICHOLAS,MASCULINO,0.9899,0.0101,5051,IBGE,CA,9
A5011674962,Hudson T. Pinheiro,HUDSON,MASCULINO,0.9948,0.0052,23087,IBGE,BR;PT;US,55
A5072677791,Luiz Alves Rocha,LUIZ,MASCULINO,0.9956,0.0044,1107792,IBGE,AU;FR;US,39
A5073806827,Raphael Mariano Macieira,RAPHAEL,MASCULINO,0.9943,0.0057,32882,IBGE,BR,22
A5001312153,Alfredo Carvalho‐Filho,ALFREDO,MASCULINO,0.9976,0.0024,57357,IBGE,BR;US,14
A5034365299,Antônio B. Anderson,ANTONIO,MASCULINO,0.9966,0.0034,2576348,IBGE,BR,24
A5084028663,Mariana G. Bender,MARIANA,FEMININO,0.9958,0.9958,383387,IBGE,BR,23
A5066827825,Fábio Di Dario,FABIO,MASCULINO,0.9956,0.0044,547965,IBGE,BR;ZA,19
A5018648339,Carlos Eduardo Leite Ferreira,CARLOS,MASCULINO,0.9959,0.0041,1489191,IBGE,AU;BR,69
A5073893849,JESSÉ MIRANDA DE FIGUEIREDO-FILHO,JESSE,MASCULINO,0.9708,0.0292,21849,IBGE,BR;US,4
A5036396710,Ronaldo Bastos Francini-Filho,RONALDO,MASCULINO,0.9969,0.0031,270324,IBGE,BR;PT,51
A5038229150,João Luiz Rosetti Gasparini,JOAO,MASCULINO,0.9959,0.0041,2984119,IBGE,BR,25
A5026780228,Jean‐Christophe Joyeux,JEANCHRISTOPHE,INDEFINIDO,,,0,nome ausente do IBGE,BR,47
A5037051504,Osmar J. Luiz,OSMAR,MASCULINO,0.9969,0.0031,103032,IBGE,AU,19
A5023927342,Michael Maia Mincarone,MICHAEL,MASCULINO,0.9918,0.0082,66277,IBGE,BR;US,28
A5017869442,Rodrigo L. Moura,RODRIGO,MASCULINO,0.9953,0.0047,601650,IBGE,BR;US,47
A5110560015,José de Anchieta C.C. Nunes,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,BR,3
A5027359361,Juan P. Quimbayo,JUAN,MASCULINO,0.9903,0.0097,45735,IBGE,BD;BR;US,41
A5030960504,Ricardo de Souza Rosa,RICARDO,MASCULINO,0.9960,0.0040,469703,IBGE,BR,18
A5028170639,Cláudio Luís Santos Sampaio,CLAUDIO,MASCULINO,0.9954,0.0046,352031,IBGE,BR,36
A5014938881,Iván Sazima,IVAN,MASCULINO,0.9923,0.0077,131234,IBGE,BR,8
A5042402353,Thiony Simon,THIONY,INDEFINIDO,,,0,nome ausente do IBGE,BR,7
A5032850993,Daniele Alves Vila-Nova,DANIELE,FEMININO,0.9919,0.9919,253521,IBGE,BR,5
A5062001564,Sergio R. Floeter,SERGIO,MASCULINO,0.9971,0.0029,404991,IBGE,BR,54
A5039485532,Stella Manes,STELLA,FEMININO,1.0000,1.0000,6051,IBGE,BR;CZ,7
A5016012005,Mark J. Costello,MARK,MASCULINO,0.9823,0.0177,1409,IBGE,NO;NZ,2
A5063611606,Heath Beckett,HEATH,INDEFINIDO,,,0,nome ausente do IBGE,ZA,1
A5085724664,Anindita Debnath,ANINDITA,INDEFINIDO,,,0,nome ausente do IBGE,IN,1
A5010546055,Eleanor S. Devenish‐Nelson,ELEANOR,FEMININO,1.0000,1.0000,58,IBGE,GB,1
A5082686005,Kerry-Anne Grey,KERRY,INDEFINIDO,0.7762,0.7762,143,nome ambíguo no IBGE,ZA,1
A5042574176,Rhosanna Jenkins,RHOSANNA,INDEFINIDO,,,0,nome ausente do IBGE,GB,1
A5022297779,Tasnuva Ming Khan,TASNUVA,INDEFINIDO,,,0,nome ausente do IBGE,DE,1
A5082597568,Wolfgang Kiessling,WOLFGANG,MASCULINO,1.0000,0.0000,383,IBGE,DE,2
A5078053018,Cristina Krause,CRISTINA,FEMININO,0.9975,0.9975,192698,IBGE,DE,1
A5035467804,Shobha Maharaj,SHOBHA,INDEFINIDO,,,0,nome ausente do IBGE,TT,1
A5030996643,Guy Franklin Midgley,GUY,MASCULINO,1.0000,0.0000,412,IBGE,ZA,2
A5073398548,Jeff T. Price,JEFF,MASCULINO,1.0000,0.0000,295,IBGE,GB,1
A5010977611,Gautam Talukdar,GAUTAM,INDEFINIDO,,,0,nome ausente do IBGE,IN,1
A5012791174,Mariana Moncassim Vale,MARIANA,FEMININO,0.9958,0.9958,383387,IBGE,BR,10
A5054232090,Chancey MacDonald,CHANCEY,INDEFINIDO,,,0,nome ausente do IBGE,GB;US,2
A5089729436,Robson G. Santos,ROBSON,MASCULINO,0.9962,0.0038,236282,IBGE,BR,23
sem-id:W4384023780:3,Ramadhoine Ali,RAMADHOINE,INDEFINIDO,,,0,nome ausente do IBGE,,1
A5092451420,Ayesha Bobat,AYESHA,FEMININO,1.0000,1.0000,78,IBGE,ZA,1
A5044210685,Benjamin J. Cresswell,BENJAMIN,MASCULINO,0.9960,0.0040,5315,IBGE,AU,1
A5002436492,Rui Freitas,RUI,MASCULINO,0.9968,0.0032,38333,IBGE,CV;ES,8
A5035970197,Gemma F. Galbraith,GEMMA,FEMININO,1.0000,1.0000,373,IBGE,AU,1
A5028217085,Peter Musembi,PETER,MASCULINO,0.9939,0.0061,5241,IBGE,KE,1
A5014605290,Tyler A. Y. Phelps,TYLER,MASCULINO,1.0000,0.0000,46,IBGE,US,3
A5040365557,T. E. Angela L. Quiros,,INDEFINIDO,,,0,nome abreviado,JP,1
A5003436042,Bart Shepherd,BART,MASCULINO,1.0000,0.0000,35,IBGE,US,6
A5005974362,Paris V. Stefanoudis,PARIS,MASCULINO,1.0000,0.0000,58,IBGE,GB,3
A5036883547,Sheena Talma,SHEENA,FEMININO,1.0000,1.0000,33,IBGE,GB;SC,3
A5082232068,João Batista Teixeira,JOAO,MASCULINO,0.9959,0.0041,2984119,IBGE,BR;PT,20
A5011824856,Lucy C. Woodall,LUCY,FEMININO,0.9915,0.9915,8153,IBGE,GB,5
A5028419418,Raqueline Cristina Pereira Monteiro,RAQUELINE,FEMININO,1.0000,1.0000,1417,IBGE,BR,4
A5075896370,Juliana A. Ivar do Sul,JULIANA,FEMININO,0.9963,0.9963,564706,IBGE,BR;DE,4
A5050889449,Monica Ferreira da Costa,MONICA,FEMININO,0.9970,0.9970,203930,IBGE,BR,22
A5071872795,Daniel C. Dunn,DANIEL,MASCULINO,0.9932,0.0068,711338,IBGE,AU;US,3
A5064625939,Cindy Lee Van Dover,CINDY,FEMININO,1.0000,1.0000,3116,IBGE,US,1
A5105421027,Ron J. Etter,RON,MASCULINO,1.0000,0.0000,76,IBGE,US,1
A5082587372,Craig R. Smith,CRAIG,MASCULINO,1.0000,0.0000,23,IBGE,US,5
A5104385630,Lisa Ann Levin,LISA,FEMININO,0.9923,0.9923,2601,IBGE,GB;US,5
A5012378948,Telmo Morato,TELMO,MASCULINO,0.9972,0.0028,7252,IBGE,PT,3
A5090005375,Ana Colaço,ANA,FEMININO,0.9967,0.9967,3089858,IBGE,PT,3
A5091299860,A Dale,,INDEFINIDO,,,0,nome abreviado,GB,1
A5038081701,Andrey Viktorovich Gebruk,ANDREY,MASCULINO,0.9876,0.0124,15773,IBGE,RU,1
A5062976107,Kristina Maria Gjerde,KRISTINA,FEMININO,1.0000,1.0000,140,IBGE,BD;CH;US,5
A5011164359,Patrick N. Halpin,PATRICK,MASCULINO,0.9909,0.0091,49456,IBGE,US,3
A5085927452,Kerry L. Howell,KERRY,INDEFINIDO,0.7762,0.7762,143,nome ambíguo no IBGE,GB,5
A5027643529,David Edward Johnson,DAVID,MASCULINO,0.9934,0.0066,174957,IBGE,GB,2
A5029135365,José Ángel Álvarez Pérez,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,BR,13
A5069239880,Marta Chantal Ribeiro,MARTA,FEMININO,0.9968,0.9968,214961,IBGE,PT,1
A5027303468,Heiko Stuckas,HEIKO,INDEFINIDO,0.6310,0.6310,84,nome ambíguo no IBGE,DE,1
A5012138627,P.P.E. Weaver,,INDEFINIDO,,,0,nome abreviado,GB,2
sem-id:W2810413605:17,SEMPIA Workshop Participants,SEMPIA,INDEFINIDO,,,0,nome ausente do IBGE,,1
A5014545352,Jiana Li,JIANA,FEMININO,1.0000,1.0000,79,IBGE,CN;GB,1
A5040710018,Amy Lusher,AMY,FEMININO,0.9162,0.9162,346,IBGE,NO,1
A5090962042,Jeanette M. Rotchell,JEANETTE,FEMININO,1.0000,1.0000,301,IBGE,GB,1
A5060003673,Salud Deudero,SALUD,INDEFINIDO,,,0,nome ausente do IBGE,ES,1
A5013032031,Alexander Turra,ALEXANDER,MASCULINO,0.9912,0.0088,20543,IBGE,BR;CL;EC;ES;FR;US,85
A5012941506,Inger Lise Nerland Bråte,INGER,FEMININO,1.0000,1.0000,25,IBGE,NO,1
A5037127553,Chengjun Sun,CHENGJUN,INDEFINIDO,,,0,nome ausente do IBGE,CN,2
A5069837159,Mohammad Shahadat Hossain,MOHAMMAD,MASCULINO,1.0000,0.0000,67,IBGE,BD,1
A5035762730,Qipei Li,QIPEI,INDEFINIDO,,,0,nome ausente do IBGE,CN,1
A5102984921,Prabhu Kolandhasamy,PRABHU,INDEFINIDO,,,0,nome ausente do IBGE,IN,1
A5036179952,Huahong Shi,HUAHONG,INDEFINIDO,,,0,nome ausente do IBGE,CN,1
A5035471508,Joachim Claudet,JOACHIM,MASCULINO,1.0000,0.0000,52,IBGE,FR;PF,4
A5079839995,Laurent Bopp,LAURENT,MASCULINO,1.0000,0.0000,212,IBGE,FR,3
A5102754549,William W. L. Cheung,WILLIAM,MASCULINO,0.9937,0.0063,61528,IBGE,CA,5
A5035784869,Rodolphe Devillers,RODOLPHE,INDEFINIDO,,,0,nome ausente do IBGE,CA;FR;PF,2
A5068161465,Elva G. Escobar-Briones,ELVA,FEMININO,1.0000,1.0000,755,IBGE,MX,4
A5063672142,Peter M. Haugan,PETER,MASCULINO,0.9939,0.0061,5241,IBGE,NO,1
A5043228502,Johanna Jacomina Heymans,JOHANNA,FEMININO,1.0000,1.0000,518,IBGE,BE;GB,2
A5054087600,Valérie Masson‐Delmotte,VALERIE,FEMININO,1.0000,1.0000,175,IBGE,FR,1
A5062693684,Nele Matz‐Lück,NELE,FEMININO,1.0000,1.0000,135,IBGE,DE,1
A5023955250,Patricia Miloslavich,PATRICIA,FEMININO,0.9970,0.9970,531065,IBGE,AU;BR;US;VE,8
A5006023932,Lauren S. Mullineaux,LAUREN,FEMININO,0.9908,0.9908,5125,IBGE,US,1
A5088254346,Martin H. Visbeck,MARTIN,MASCULINO,0.9910,0.0090,5759,IBGE,DE,3
A5091087458,Robert J. Watson,ROBERT,MASCULINO,0.9924,0.0076,38733,IBGE,GB,1
A5054077174,Anna Milena Zivian,ANNA,FEMININO,0.9967,0.9967,55609,IBGE,US,2
A5009398863,Isabelle Ansorge,ISABELLE,FEMININO,0.9965,0.9965,21144,IBGE,ZA,6
A5074867941,Moacyr Araújo,MOACYR,MASCULINO,1.0000,0.0000,3231,IBGE,BR;CI,63
A5081369247,Salvatore Aricò,SALVATORE,MASCULINO,1.0000,0.0000,369,IBGE,FR,1
A5042007184,Denis Bailly,DENIS,MASCULINO,0.9825,0.0175,76362,IBGE,FR,1
A5046802426,Julian Barbière,JULIAN,INDEFINIDO,0.8631,0.1369,7180,nome ambíguo no IBGE,FR,1
A5001847745,Cyrille Barnérias,CYRILLE,INDEFINIDO,,,0,nome ausente do IBGE,FR,1
A5032942685,Chris Bowler,CHRIS,INDEFINIDO,0.6021,0.6021,382,nome ambíguo no IBGE,FR,3
A5068117536,Victor Brun,VICTOR,MASCULINO,0.9923,0.0077,242154,IBGE,FR;PF,1
A5050918085,Anny Cazenave,ANNY,FEMININO,0.9958,0.9958,10081,IBGE,FR,1
A5009411011,Cameron Diver,CAMERON,INDEFINIDO,0.6000,0.4000,55,nome ambíguo no IBGE,NC,1
A5087249119,Agathe Euzen,AGATHE,FEMININO,1.0000,1.0000,29,IBGE,FR,1
A5059384346,Amadou Gaye,AMADOU,INDEFINIDO,,,0,nome ausente do IBGE,SN,1
A5111123426,Nathalie Hilmi,NATHALIE,FEMININO,1.0000,1.0000,2457,IBGE,MC,2
A5012091107,Frédéric Ménard,FREDERIC,MASCULINO,1.0000,0.0000,342,IBGE,FR,14
A5040453398,C. Moulin,,INDEFINIDO,,,0,nome abreviado,FR,1
A5041573980,Norma Patricia Muñoz,NORMA,FEMININO,0.9970,0.9970,46688,IBGE,MX,1
A5074001993,Rémi Parmentier,REMI,MASCULINO,0.9606,0.0394,2820,IBGE,,1
A5051119937,Antoine Pebayle,ANTOINE,MASCULINO,1.0000,0.0000,176,IBGE,FR;PF,1
A5089898800,Hans‐Otto Pörtner,HANSOTTO,INDEFINIDO,,,0,nome ausente do IBGE,DE,5
A5019632217,Osvaldina Silva,OSVALDINA,FEMININO,0.9902,0.9902,8198,IBGE,CV;IE,2
A5014845954,Patricia Belén Ricard,PATRICIA,FEMININO,0.9970,0.9970,531065,IBGE,FR,1
A5057903887,Ricardo Serrão Santos,RICARDO,MASCULINO,0.9960,0.0040,469703,IBGE,PT,1
A5087092313,Marie‐Alexandrine Sicre,MARIEALEXANDRINE,INDEFINIDO,,,0,nome ausente do IBGE,FR;US,1
A5114069773,Stéphanie Thiébault,STEPHANIE,FEMININO,0.9960,0.9960,10488,IBGE,FR,1
A5008526124,Torsten Thiele,TORSTEN,INDEFINIDO,,,0,nome ausente do IBGE,DE;GB,4
A5072659209,Romain Troublé,ROMAIN,MASCULINO,1.0000,0.0000,28,IBGE,US,1
A5058188079,Jacqueline Nduku Uku,JACQUELINE,FEMININO,0.9970,0.9970,13330,IBGE,KE,2
A5041692468,Françoise Gaill,FRANCOISE,FEMININO,0.9244,0.9244,741,IBGE,FR,1
A5005524765,Mark Andrew Hindell,MARK,MASCULINO,0.9823,0.0177,1409,IBGE,AU,9
A5044583056,Ryan R Reisinger,RYAN,MASCULINO,0.9885,0.0115,34333,IBGE,FR;GB;US,6
A5040021742,Yan Ropert‐Coudert,YAN,MASCULINO,0.9857,0.0143,26105,IBGE,FR,3
A5028751635,Luis A. Hückstädt,LUIS,MASCULINO,0.9953,0.0047,935905,IBGE,GB;US,5
A5005887828,Philip N. Trathan,PHILIP,MASCULINO,1.0000,0.0000,702,IBGE,GB,14
A5015165410,Horst Bornemann,HORST,MASCULINO,1.0000,0.0000,601,IBGE,DE,2
A5111974406,Jean‐Benoît Charrassin,JEANBENOIT,INDEFINIDO,,,0,nome ausente do IBGE,FR,3
A5057675287,Steven L. Chown,STEVEN,MASCULINO,1.0000,0.0000,626,IBGE,AU,1
A5028316837,Daniel Pereira da Costa,DANIEL,MASCULINO,0.9932,0.0068,711338,IBGE,BR;US,9
A5060916487,Bruno Danis,BRUNO,MASCULINO,0.9926,0.0074,668217,IBGE,BE,1
A5040483862,Mary‐Anne Lea,MARYANNE,FEMININO,1.0000,1.0000,463,IBGE,AU;US,4
A5044606788,David R. Thompson,DAVID,MASCULINO,0.9934,0.0066,174957,IBGE,NZ;US,2
A5081817937,Leigh G. Torres,LEIGH,INDEFINIDO,,,0,nome ausente do IBGE,US,4
A5023863656,Anton Van de Putte,ANTON,MASCULINO,1.0000,0.0000,263,IBGE,BE,2
A5090048659,Rachael L. Alderman,RACHAEL,FEMININO,1.0000,1.0000,230,IBGE,AU,1
A5053180963,Virginia Andrews‐Goff,VIRGINIA,FEMININO,0.9974,0.9974,38521,IBGE,AU,2
A5088625159,Benjamin J. Arthur,BENJAMIN,MASCULINO,0.9960,0.0040,5315,IBGE,AU,1
A5033684282,Grant Ballard,GRANT,INDEFINIDO,,,0,nome ausente do IBGE,US,1
A5108788150,John L. Bengtson,JOHN,MASCULINO,0.9956,0.0044,19753,IBGE,US,1
A5025854592,Marthán N Bester,MARTHAN,INDEFINIDO,,,0,nome ausente do IBGE,ZA,2
A5017120443,Arnoldus Schytte Blix,ARNOLDUS,INDEFINIDO,,,0,nome ausente do IBGE,NO,1
A5047740970,Lars Boehme,LARS,MASCULINO,1.0000,0.0000,139,IBGE,GB,4
A5011137437,Charles‐André Bost,CHARLESANDRE,INDEFINIDO,,,0,nome ausente do IBGE,FR,1
A5067194075,Peter L. Boveng,PETER,MASCULINO,0.9939,0.0061,5241,IBGE,US,2
A5022884425,Jaimie B. Cleeland,JAIMIE,INDEFINIDO,,,0,nome ausente do IBGE,AU;GB,3
A5001652557,Rochelle Constantine,ROCHELLE,FEMININO,1.0000,1.0000,675,IBGE,NZ,5
A5085852959,Stuart Paul Corney,STUART,MASCULINO,1.0000,0.0000,219,IBGE,AU,1
A5006051784,Robert J. M. Crawford,ROBERT,MASCULINO,0.9924,0.0076,38733,IBGE,,1
A5045484802,Luciano Dalla Rosa,LUCIANO,MASCULINO,0.9933,0.0067,337492,IBGE,BR,19
A5065846092,P J Nico de Bruyn,,INDEFINIDO,,,0,nome abreviado,ZA,4
A5020753946,Karine Delord,KARINE,FEMININO,0.9962,0.9962,69775,IBGE,FR,3
A5030192209,Sébastien Descamps,SEBASTIEN,MASCULINO,1.0000,0.0000,33,IBGE,NO,3
A5108754536,Mike C. Double,MIKE,MASCULINO,0.9865,0.0135,4750,IBGE,AU,2
A5035335249,Louise Emmerson,LOUISE,FEMININO,0.9944,0.9944,6283,IBGE,AU,4
sem-id:W3012547664:34,Mike Fedak,MIKE,MASCULINO,0.9865,0.0135,4750,IBGE,,1
A5039814359,Ari S. Friedlaender,ARI,MASCULINO,0.9946,0.0054,43604,IBGE,US,10
A5108404818,Nick J. Gales,NICK,MASCULINO,0.9408,0.0592,693,IBGE,AU,1
A5050649281,Michael E. Goebel,MICHAEL,MASCULINO,0.9918,0.0082,66277,IBGE,US,2
A5034510787,Kimberly T. Goetz,KIMBERLY,FEMININO,0.9830,0.9830,4895,IBGE,NZ,2
A5079799707,Christophe Guinet,CHRISTOPHE,MASCULINO,1.0000,0.0000,132,IBGE,FR,3
A5059984907,Simon David Goldsworthy,SIMON,MASCULINO,0.9573,0.0427,1946,IBGE,AU,5
A5016236970,Robert G. Harcourt,ROBERT,MASCULINO,0.9924,0.0076,38733,IBGE,AU,9
A5062884040,Jefferson T. Hinke,JEFFERSON,MASCULINO,0.9946,0.0054,55090,IBGE,US,3
A5091664986,Kerstin Jerosch,KERSTIN,FEMININO,1.0000,1.0000,67,IBGE,DE,1
A5064980375,Akiko Kato,AKIKO,FEMININO,1.0000,1.0000,723,IBGE,FR,1
A5109985331,Knowles R Kerry,KNOWLES,INDEFINIDO,,,0,nome ausente do IBGE,AU,1
A5090083312,Roger Kirkwood,ROGER,MASCULINO,0.9942,0.0058,40981,IBGE,AU,1
A5053547307,Gerald L. Kooyman,GERALD,MASCULINO,0.9567,0.0433,669,IBGE,US,1
A5068299092,Kit Maureen Kovacs,KIT,INDEFINIDO,,,0,nome ausente do IBGE,NO,5
A5109039502,Kieran Lawton,KIERAN,INDEFINIDO,,,0,nome ausente do IBGE,AU,1
A5059285986,Andrew Lowther,ANDREW,MASCULINO,0.9908,0.0092,8548,IBGE,AU;NO,6
A5111716481,Christian Lydersen,CHRISTIAN,MASCULINO,0.9768,0.0232,11463,IBGE,NO,3
A5056088049,Phil O’B. Lyver,PHIL,INDEFINIDO,,,0,nome ausente do IBGE,NZ,1
A5090991246,Azwianewi Benedict Makhado,AZWIANEWI,INDEFINIDO,,,0,nome ausente do IBGE,ZA,2
A5113898290,Maria E. I. Márquez,MARIA,FEMININO,0.9966,0.9966,11734129,IBGE,AR,1
A5010810974,Birgitte I. McDonald,BIRGITTE,INDEFINIDO,,,0,nome ausente do IBGE,US,1
A5004679491,Clive R. McMahon,CLIVE,MASCULINO,1.0000,0.0000,56,IBGE,AU,8
A5069130671,Monica MC Muelbert,MONICA,FEMININO,0.9970,0.9970,203930,IBGE,AU;BR,2
A5059669240,Dominik André Nachtsheim,DOMINIK,INDEFINIDO,0.6377,0.6377,345,nome ambíguo no IBGE,DE,1
A5021211716,Keith W. Nicholls,KEITH,FEMININO,0.9030,0.9030,1433,IBGE,GB,1
A5112514973,Erling Sverre Nordøy,ERLING,INDEFINIDO,,,0,nome ausente do IBGE,NO,1
A5048333499,Silvia Olmastroni,SILVIA,FEMININO,0.9971,0.9971,204496,IBGE,IT,2
A5091301621,Richard A. Phillips,RICHARD,MASCULINO,0.9928,0.0072,50270,IBGE,GB,6
A5069179531,Pierre A. Pistorius,PIERRE,MASCULINO,0.9937,0.0063,6179,IBGE,ZA,6
A5053380868,Joachim Plötz,JOACHIM,MASCULINO,1.0000,0.0000,52,IBGE,DE,1
A5112059545,Klemens Pütz,KLEMENS,INDEFINIDO,,,0,nome ausente do IBGE,,2
A5086255661,Norman Ratcliffe,NORMAN,INDEFINIDO,0.6138,0.3862,694,nome ambíguo no IBGE,GB,2
A5023495526,Peter G. Ryan,PETER,MASCULINO,0.9939,0.0061,5241,IBGE,ZA,5
