author_id,nome,primeiro_nome,genero,proporcao,prop_feminina_ibge,freq_ibge,motivo,paises,obras
A5040706070,Luiza F. A. de Paula,LUIZA,FEMININO,0.9961,0.9961,220521,IBGE,BR,2
A5109446424,Rafaela Campostrini Forzza,RAFAELA,FEMININO,0.9916,0.9916,275017,IBGE,BR,2
A5088538856,Luísa Azevedo,LUISA,FEMININO,0.9954,0.9954,68539,IBGE,BR,1
A5000459353,Ricardo Solar,RICARDO,MASCULINO,0.9960,0.0040,469703,IBGE,BR,1
A5078172461,Bram Vanschoenwinkel,BRAM,INDEFINIDO,,,0,nome ausente do IBGE,BE;ZA,2
A5072801200,Stefan Porembski,STEFAN,MASCULINO,0.9007,0.0993,1239,IBGE,DE,2
A5069582374,Keltony de Aquino Ferreira,KELTONY,INDEFINIDO,,,0,nome ausente do IBGE,BR,6
A5027324887,Mariza Gomes Rodrigues,MARIZA,FEMININO,0.9975,0.9975,44989,IBGE,BR;ES,10
A5072723846,Suzana Aparecida Matos,SUZANA,FEMININO,0.9974,0.9974,73944,IBGE,BR,11
A5001204528,Marcos A. L. Teixeira,MARCOS,MASCULINO,0.9954,0.0046,1106165,IBGE,PT;SA,8
A5006894649,Torkild Bakken,TORKILD,INDEFINIDO,,,0,nome ausente do IBGE,NO,5
A5012781687,Bruno Rodrigues Sampieri,BRUNO,MASCULINO,0.9926,0.0074,668217,IBGE,BR;PT,7
A5043841120,Panagiotis Kasapidis,PANAGIOTIS,MASCULINO,1.0000,0.0000,23,IBGE,GR,3
A5061609595,Elainne Christine de Souza Gomes,ELAINNE,FEMININO,1.0000,1.0000,172,IBGE,BR,3
A5018117328,Derciliano Lopes da Cruz,DERCILIANO,INDEFINIDO,,,0,nome ausente do IBGE,BR,1
A5062994669,Maria Alice Varjal Melo Santos,MARIA,FEMININO,0.9966,0.9966,11734129,IBGE,BR,1
A5109603402,Renata Maria Costa Souza,RENATA,FEMININO,0.9948,0.9948,347001,IBGE,BR,1
A5078804622,Cláudia Maria Fontes de Oliveira,CLAUDIA,FEMININO,0.9963,0.9963,359494,IBGE,BR,1
A5112566060,Constância Flávia Junqueira Ayres,CONSTANCIA,FEMININO,1.0000,1.0000,3677,IBGE,BR,2
A5089885750,Renata Martins Domingos,RENATA,FEMININO,0.9948,0.9948,347001,IBGE,,1
A5073544789,Maria das Graça da Silva Pedro,MARIA,FEMININO,0.9966,0.9966,11734129,IBGE,,1
A5003178305,Marcelo Henrique Santos Paiva,MARCELO,MASCULINO,0.9955,0.0045,693215,IBGE,BR,2
A5084221966,Lílian Maria Lapa Montenegro,LILIAN,FEMININO,0.9963,0.9963,109075,IBGE,BR,1
A5029220656,Malton Carvalho Fraga,MALTON,MASCULINO,1.0000,0.0000,87,IBGE,BR,5
A5078120578,Cristianini Trescastro Bergue,CRISTIANINI,INDEFINIDO,,,0,nome ausente do IBGE,BR,16
A5019431170,Geise de Santana dos Anjos-Zerfass,GEISE,FEMININO,0.9820,0.9820,9300,IBGE,BR,2
A5000002502,Marie‐Béatrice Forel,MARIEBEATRICE,INDEFINIDO,,,0,nome ausente do IBGE,FR,5
A5059457224,Andréia Propp Arend,ANDREIA,FEMININO,0.9962,0.9962,292090,IBGE,BR,2
A5126319524,"Monteiro, Armando, 1952-",MONTEIRO,INDEFINIDO,0.8606,0.1394,208,nome ambíguo no IBGE,ST,1
A5082309491,Ludmila Couto Gomes,LUDMILA,FEMININO,0.9967,0.9967,23907,IBGE,ST,1
A5010061606,Iran Carlos Stalliviere Corrêa,IRAN,MASCULINO,0.9626,0.0374,15953,IBGE,BR;ES,10
A5052272340,Jeffery Robert Stone,JEFFERY,MASCULINO,1.0000,0.0000,21,IBGE,US,1
A5070060845,Dora M. Villela,DORA,FEMININO,0.9959,0.9959,12679,IBGE,BR,2
A5100735106,Ana Paula da Silva,ANA,FEMININO,0.9967,0.9967,3089858,IBGE,BR,1
A5047362365,Giselle Sobrosa Levesque Bonadiman,GISELLE,FEMININO,1.0000,1.0000,9515,IBGE,BR,1
A5065244676,Anandra de Souza da Silva,ANANDRA,FEMININO,1.0000,1.0000,93,IBGE,BR,1
A5048328842,Raphael Pires de Souza,RAPHAEL,MASCULINO,0.9943,0.0057,32882,IBGE,BR,1
A5037643486,Mariana V. Capparelli,MARIANA,FEMININO,0.9958,0.9958,383387,IBGE,BR;EC;MX,3
sem-id:W2901898662:2,Denis Moledo de Souza Abessa,DENIS,MASCULINO,0.9825,0.0175,76362,IBGE,EC,1
A5028792208,Karine da Rosa Arena,KARINE,FEMININO,0.9962,0.9962,69775,IBGE,BR,1
A5009932974,Leonardo Mitidiero Mansor,LEONARDO,MASCULINO,0.9939,0.0061,547601,IBGE,BR,1
A5090499233,Danielle Cristina Vieira,DANIELLE,FEMININO,0.9951,0.9951,35992,IBGE,BR,4
A5065622382,Claudemir M. Radetski,CLAUDEMIR,MASCULINO,0.9942,0.0058,51579,IBGE,BR,4
A5029992035,Felipe Bezerra Ribeiro,FELIPE,MASCULINO,0.9911,0.0089,621460,IBGE,BR,12
A5055785745,Òscar Aznar-Alemany,OSCAR,MASCULINO,0.9975,0.0025,37767,IBGE,ES,1
A5065071764,Xuefei Yang,XUEFEI,INDEFINIDO,,,0,nome ausente do IBGE,ES,1
A5072570891,Erli Schneider Costa,ERLI,INDEFINIDO,0.5395,0.5395,7348,nome ambíguo no IBGE,BR,5
A5031240598,Ethel Eljarrat,ETHEL,FEMININO,0.9527,0.9527,529,IBGE,ES,2
A5056437737,Lorena Novaes Rosa,LORENA,FEMININO,0.9964,0.9964,112310,IBGE,BR,1
A5084695324,Daína Lima,DAINA,FEMININO,0.9942,0.9942,3597,IBGE,BR,14
A5102722600,Deivid Medeiros da Costa,DEIVID,MASCULINO,0.9918,0.0082,38981,IBGE,BR,2
A5054655713,Guilherme de Espindola da Silveira,GUILHERME,MASCULINO,0.9925,0.0075,529001,IBGE,BR,1
A5005511419,Márcia Eduarda Geraldo,MARCIA,FEMININO,0.9967,0.9967,553706,IBGE,BR,1
A5013198467,Vanessa Schadeck Deconto,VANESSA,FEMININO,0.9968,0.9968,418838,IBGE,BR,1
A5123232896,Leandro Bugoni,LEANDRO,MASCULINO,0.9946,0.0054,509248,IBGE,BR,1
A5109520844,Debora Cristina Nascimento de Santana,DEBORA,FEMININO,0.9965,0.9965,313947,IBGE,BR,1
A5090646654,Andrea Sánchez‐Tapia,ANDREA,FEMININO,0.9935,0.9935,176094,IBGE,BR,1
A5064307656,Marinez Ferreira de Siqueira,MARINEZ,FEMININO,0.9967,0.9967,10165,IBGE,BR,4
A5055839042,Tatiana Tavares Carrijo,TATIANA,FEMININO,0.9972,0.9972,142916,IBGE,BR,3
A5054388862,Pedro Henrique Dias Marques,PEDRO,MASCULINO,0.9950,0.0050,1219605,IBGE,BR,2
A5046189864,Sebastião Pinheiro Gonçalves de Cerqueira Neto,SEBASTIAO,MASCULINO,0.9975,0.0025,462505,IBGE,BR,1
A5060016011,Miriam Steffen Vieira,MIRIAM,FEMININO,0.9967,0.9967,71032,IBGE,BR,1
A5049163933,Eufémia Vicente Rocha,EUFEMIA,FEMININO,1.0000,1.0000,130,IBGE,CV,1
A5055064726,Ana Clara Giraldi Costa,ANA,FEMININO,0.9967,0.9967,3089858,IBGE,BR,1
A5026940420,Liliani Marília Tiepolo,LILIANI,FEMININO,1.0000,1.0000,1243,IBGE,BR,3
A5001917492,Marianne Buscaglia,MARIANNE,FEMININO,1.0000,1.0000,2610,IBGE,BR;CL;US,1
A5064963970,Frederik Schulz,FREDERIK,MASCULINO,1.0000,0.0000,132,IBGE,US,1
A5082328104,Beatriz Dı́ez,BEATRIZ,FEMININO,0.9962,0.9962,356351,IBGE,BR;CL,1
A5019794420,Caetano P. Sabino,CAETANO,MASCULINO,0.9927,0.0073,9417,IBGE,BR,1
A5032867188,Félix Ayala,FELIX,MASCULINO,0.9933,0.0067,19272,IBGE,PE,1
A5022018690,Karen Castillo-Morales,KAREN,FEMININO,0.9955,0.9955,68536,IBGE,BR,1
A5007754661,R. Groben,,INDEFINIDO,,,0,nome abreviado,IS,1
A5068449452,Shawn Robinson,SHAWN,INDEFINIDO,,,0,nome ausente do IBGE,CA,1
A5068479864,Henrique M.F. Oliveira,HENRIQUE,MASCULINO,0.9938,0.0062,228718,IBGE,BR,1
A5015570400,Miguel Ângelo Pardal,MIGUEL,MASCULINO,0.9948,0.0052,240880,IBGE,PT,7
A5017296110,Thiago Salomão de Azevedo,THIAGO,MASCULINO,0.9939,0.0061,343737,IBGE,BR,3
A5031479849,Camila Lorenz,CAMILA,FEMININO,0.9964,0.9964,471559,IBGE,BR;GT,5
A5053358676,Francisco Chiaravalloti Neto,FRANCISCO,MASCULINO,0.9961,0.0039,1772197,IBGE,BR;GT,7
A5064877482,Maria Anice Mureb Sallum,MARIA,FEMININO,0.9966,0.9966,11734129,IBGE,BR;GT,5
A5006656887,Júlia Jacoby,JULIA,FEMININO,0.9959,0.9959,431842,IBGE,BR,5
A5056023053,Amédée Roy,AMEDEE,INDEFINIDO,,,0,nome ausente do IBGE,FR,3
A5093793104,Sophie Lanco,SOPHIE,FEMININO,1.0000,1.0000,909,IBGE,FR,2
A5089593615,Karine Delord,KARINE,FEMININO,0.9962,0.9962,69775,IBGE,FR,1
A5017234613,Allan Yu Iwama,ALLAN,MASCULINO,0.9914,0.0086,30945,IBGE,BR;CL,9
sem-id:W4411050684:3,Monique Fogaça Fernandes,MONIQUE,FEMININO,0.9953,0.9953,67793,IBGE,BR,1
sem-id:W4411050684:4,Lucas Bernardinelli de Souza,LUCAS,MASCULINO,0.9907,0.0093,1127310,IBGE,BR,1
A5086506374,A. C. Sousa,,INDEFINIDO,,,0,nome abreviado,BR,1
A5088303505,Débora Sayuri Zanchi Watanabe,DEBORA,FEMININO,0.9965,0.9965,313947,IBGE,BR,4
A5114756796,Eduardo Guimarães Barboza-Pinzon,EDUARDO,MASCULINO,0.9935,0.0065,632664,IBGE,BR;ES,5
A5062131005,Patrick Alan Hesp,PATRICK,MASCULINO,0.9909,0.0091,49456,IBGE,AU,13
A5073160769,Venisse Schossler,VENISSE,INDEFINIDO,,,0,nome ausente do IBGE,BR,5
A5068940105,Eduardo Trein Salgado,EDUARDO,MASCULINO,0.9935,0.0065,632664,IBGE,BR,4
A5002747272,Tatiane Ferrari do Vale,TATIANE,FEMININO,0.9967,0.9967,209635,IBGE,BR,4
A5055386705,Ana Paula Martins do Amaral Cunha,ANA,FEMININO,0.9967,0.9967,3089858,IBGE,BR,5
A5076804506,Luz Adriana Cuartas,LUZ,INDEFINIDO,0.5265,0.5265,2777,nome ambíguo no IBGE,BR;SE,3
A5062860048,Karinne Reis Deusdará Leal,KARINNE,FEMININO,1.0000,1.0000,967,IBGE,BR,2
A5024307767,Elisângela Broedel,ELISANGELA,FEMININO,0.9978,0.9978,147286,IBGE,BR,2
A5055615378,Marcelo E. Seluchi,MARCELO,MASCULINO,0.9955,0.0045,693215,IBGE,BR,5
A5035934506,Camila Miranda Michelin,CAMILA,FEMININO,0.9964,0.9964,471559,IBGE,BR,1
A5027725106,Eleazar Chuchón Ângulo,ELEAZAR,MASCULINO,1.0000,0.0000,251,IBGE,BR,1
A5013514462,Elton Kleiton Albuquerque de Almeida,ELTON,MASCULINO,0.9954,0.0046,71897,IBGE,BR,1
A5087098995,Marcos L. Kazmierczak,MARCOS,MASCULINO,0.9954,0.0046,1106165,IBGE,BR,1
A5083437052,Nelson Pedro António Mateus,NELSON,MASCULINO,0.9977,0.0023,200581,IBGE,BR,1
A5025895509,Rodrigo César da Silva,RODRIGO,MASCULINO,0.9953,0.0047,601650,IBGE,BR,3
A5036036849,Fabiani Denise Bender,FABIANI,FEMININO,0.9752,0.9752,2296,IBGE,BR,1
A5064896125,Anastasija Zaiko,ANASTASIJA,INDEFINIDO,,,0,nome ausente do IBGE,NZ,1
A5042590294,Alice Cardeccia,ALICE,FEMININO,0.9957,0.9957,192260,IBGE,IT,1
A5065795047,Graeme F. Clark,GRAEME,INDEFINIDO,,,0,nome ausente do IBGE,AU,1
A5039686851,Ian Davidson,IAN,MASCULINO,0.9874,0.0126,36056,IBGE,NZ,1
A5058161034,Oliver Floerl,OLIVER,MASCULINO,0.9871,0.0129,3096,IBGE,NZ,1
sem-id:W4396808864:7,Bella Galil,BELLA,FEMININO,1.0000,1.0000,249,IBGE,IL,1
A5022273040,Edwin D. Grosholz,EDWIN,MASCULINO,1.0000,0.0000,1166,IBGE,US,1
A5001041067,Grant A. Hopkins,GRANT,INDEFINIDO,,,0,nome ausente do IBGE,NZ,1
A5002671741,Jonne Kotta,JONNE,MASCULINO,1.0000,0.0000,258,IBGE,EE,1
A5103111628,Graeme J. Inglis,GRAEME,INDEFINIDO,,,0,nome ausente do IBGE,NZ,1
A5009222889,Natalice dos Santos Sales,NATALICE,FEMININO,0.9723,0.9723,4839,IBGE,BR,1
A5117551374,Bianca Leite Carnib,BIANCA,FEMININO,0.9963,0.9963,233715,IBGE,BR,2
A5118129312,Zaíne Marcyelle F do Nascimento,ZAINE,FEMININO,0.9652,0.9652,1669,IBGE,BR,1
A5118129313,Gabriel Tenório T Garibaldi,GABRIEL,MASCULINO,0.9896,0.0104,932449,IBGE,BR,1
A5029820059,Viviane de Oliveira Thomaz Lemos,VIVIANE,FEMININO,0.9974,0.9974,230822,IBGE,BR,2
A5025538837,Luciana M. Bastos,LUCIANA,FEMININO,0.9962,0.9962,431401,IBGE,BR,2
A5041202912,Arlene B. S. Nossol,ARLENE,FEMININO,0.9934,0.9934,17555,IBGE,BR,2
A5028070408,Mário Machado Martins,MARIO,MASCULINO,0.9955,0.0045,269379,IBGE,BR,4
A5112922173,Otoniel D. Sant'Ana,OTONIEL,MASCULINO,1.0000,0.0000,6993,IBGE,BR,1
sem-id:W4411227654:12,Renato S. Carreira,RENATO,MASCULINO,0.9942,0.0058,329535,IBGE,BR,1
A5022219149,Marta Collier Ferreira Leite,MARTA,FEMININO,0.9968,0.9968,214961,IBGE,CA,1
A5036637732,Derek Stephen Johnson,DEREK,MASCULINO,1.0000,0.0000,1017,IBGE,CA,1
A5059312614,Helen S. Ross,HELEN,FEMININO,0.9939,0.9939,38277,IBGE,AU,1
A5002038336,Rian Pereira da Silva,RIAN,MASCULINO,0.9878,0.0122,75652,IBGE,,1
A5072769657,Larissa Pavanelli,LARISSA,FEMININO,0.9963,0.9963,361845,IBGE,BR,4
A5018715194,Joana Midori Penalva Ikeda,JOANA,FEMININO,0.9957,0.9957,269732,IBGE,BR,7
A5033307298,Laura Busin Campos,LAURA,FEMININO,0.9967,0.9967,210549,IBGE,BR,2
A5012419380,Angélica Nunes Garcia,ANGELICA,FEMININO,0.9967,0.9967,123609,IBGE,BR,2
A5055605331,Erika Mattos Stein,ERIKA,FEMININO,0.9959,0.9959,63167,IBGE,BR,5
A5042044129,Leonardo Zambotti‐Villela,LEONARDO,MASCULINO,0.9939,0.0061,547601,IBGE,BR,6
A5109248957,Pio Colepicolo Neto,PIO,MASCULINO,1.0000,0.0000,1314,IBGE,BR,1
A5103503063,Luciana Retz de Carvalho,LUCIANA,FEMININO,0.9962,0.9962,431401,IBGE,BR,2
A5015062739,Jorge L. Ramírez,JORGE,MASCULINO,0.9970,0.0030,465949,IBGE,PE,3
A5056166779,Carolina B. Machado,CAROLINA,FEMININO,0.9962,0.9962,191221,IBGE,BR,4
A5056033199,Pedro Manoel Galetti,PEDRO,MASCULINO,0.9950,0.0050,1219605,IBGE,BR,5
A5058291195,Patrícia Sayuri Silvestre Matsumoto,PATRICIA,FEMININO,0.9970,0.9970,531065,IBGE,BR,1
A5089924798,Roberto Mitsuyoshi Hiramoto,ROBERTO,MASCULINO,0.9967,0.0033,437288,IBGE,BR,1
A5057180239,Virgínia Bodelão Richini‐Pereira,VIRGINIA,FEMININO,0.9974,0.9974,38521,IBGE,BR,2
A5032252799,Valéria Medina Camprigher,VALERIA,FEMININO,0.9970,0.9970,184492,IBGE,,1
A5072666786,Helena Hilomi Taniguchi,HELENA,FEMININO,0.9973,0.9973,197591,IBGE,BR,1
A5074329462,José Eduardo de Raeffray Barbosa,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,BR,1
A5042839047,Luiz Ricardo Paes de Barros Cortez,LUIZ,MASCULINO,0.9956,0.0044,1107792,IBGE,,1
sem-id:W2943979813:2,T. Vaske,,INDEFINIDO,,,0,nome abreviado,BR,1
A5002726046,Pedro Carneiro,PEDRO,MASCULINO,0.9950,0.0050,1219605,IBGE,BR,1
A5101199435,Bruna Nascimento,BRUNA,FEMININO,0.9940,0.9940,463548,IBGE,BR,1
A5058840924,Marina Venzon Antunes,MARINA,FEMININO,0.9963,0.9963,208542,IBGE,BR,1
A5039951504,Danielle de Lima Viana,DANIELLE,FEMININO,0.9951,0.9951,35992,IBGE,BR,6
A5069632031,Paulo Oliveira,PAULO,MASCULINO,0.9962,0.0038,1423262,IBGE,BR,9
A5051620018,Rodrigo Augusto Torres,RODRIGO,MASCULINO,0.9953,0.0047,601650,IBGE,BR,15
A5024150951,Mônica Lúcia Adam,MONICA,FEMININO,0.9970,0.9970,203930,IBGE,BR,6
A5078568198,Ali Allahyarzadeh-Bidgoli,ALI,MASCULINO,0.9128,0.0872,1767,IBGE,BR,5
A5057689102,Nayereh Hamidishad,NAYEREH,INDEFINIDO,,,0,nome ausente do IBGE,BR;MD,3
A5049059773,Jurandir Itizo Yanagihara,JURANDIR,MASCULINO,0.9745,0.0255,47738,IBGE,BR,7
A5091218963,Gabriel Souza Martins,GABRIEL,MASCULINO,0.9896,0.0104,932449,IBGE,BR,1
A5103968549,João Paulo Andrade Almeida,JOAO,MASCULINO,0.9959,0.0041,2984119,IBGE,BR,1
A5084279906,Leila L. Longo,LEILA,FEMININO,0.9979,0.9979,102166,IBGE,BR,2
A5110283812,Dayene Santiago Mendes,DAYENE,FEMININO,1.0000,1.0000,1010,IBGE,BR,6
A5073609896,Daniel Nobre Nunes da Silva,DANIEL,MASCULINO,0.9932,0.0068,711338,IBGE,BR,10
A5013126804,Davidson Sodré,DAVIDSON,MASCULINO,1.0000,0.0000,5410,IBGE,BR,2
sem-id:W4404685302:3,Ubiratan Pinheiro Júnior,UBIRATAN,MASCULINO,0.9978,0.0022,10614,IBGE,BR,1
sem-id:W4404685302:4,Paula Danielle Lima da Silva,PAULA,FEMININO,0.9934,0.9934,222577,IBGE,BR;PT,1
A5017443016,Denis Domingues,DENIS,MASCULINO,0.9825,0.0175,76362,IBGE,BR,1
sem-id:W4404685302:6,José Luiz Vieira Costa Neto,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,BR,1
A5118588103,Leônidas Dahás Jorge de Souza,LEONIDAS,MASCULINO,0.9648,0.0352,12800,IBGE,BR,1
A5027140879,Marcus Emanuel Barroncas Fernandes,MARCUS,MASCULINO,0.9953,0.0047,38529,IBGE,BR,14
A5053884655,Md. Arfan Ali,,INDEFINIDO,,,0,nome abreviado,CN,1
A5042816896,Yu Wang,YU,INDEFINIDO,,,0,nome ausente do IBGE,CN,1
A5059100221,Muhammad Bilal,MUHAMMAD,MASCULINO,1.0000,0.0000,45,IBGE,US,1
A5082904552,Mazen Ebraheem Assiri,MAZEN,MASCULINO,1.0000,0.0000,23,IBGE,,1
A5101808482,Zhongwei Huang,ZHONGWEI,INDEFINIDO,,,0,nome ausente do IBGE,CN,1
A5045017106,Alaa Mhawish,ALAA,INDEFINIDO,,,0,nome ausente do IBGE,,1
A5101528358,M. Nazrul Islam,,INDEFINIDO,,,0,nome abreviado,,1
A5014898118,Zhongfeng Qiu,ZHONGFENG,INDEFINIDO,,,0,nome ausente do IBGE,CN,1
A5048624994,Rayees Ahmed,RAYEES,INDEFINIDO,,,0,nome ausente do IBGE,IN,1
A5057496359,Mansour Almazroui,MANSOUR,INDEFINIDO,,,0,nome ausente do IBGE,GB;SA,1
A5022390416,Thomaz Mansini Carrenho Fabrin,THOMAZ,MASCULINO,0.9923,0.0077,3642,IBGE,BR,1
A5068537010,Nathália Alves Diamante,NATHALIA,FEMININO,0.9963,0.9963,50108,IBGE,BR,2
A5055714266,Thaís Fernandes Mendonça Mota,THAIS,FEMININO,0.9953,0.9953,169620,IBGE,BR,1
A5073532763,Sônia Maria Alves Pinto Prioli,SONIA,FEMININO,0.9979,0.9979,355219,IBGE,BR,2
A5028618828,Alberto José Prioli,ALBERTO,MASCULINO,0.9969,0.0031,108359,IBGE,BR,2
A5060896112,Fabrício Rodrigues dos Santos,FABRICIO,MASCULINO,0.9928,0.0072,167879,IBGE,BR,12
A5025388332,Ingrid Maria Lustosa de Melo Uchôa,INGRID,FEMININO,0.9955,0.9955,102959,IBGE,US,1
A5085086809,Roberto Alves Lourenço,ROBERTO,MASCULINO,0.9967,0.0033,437288,IBGE,BR,1
A5045533185,Diego F. Bernal-Camacho,DIEGO,MASCULINO,0.9942,0.0058,424428,IBGE,MX;NL,3
A5026115126,Yijing Wu,YIJING,INDEFINIDO,,,0,nome ausente do IBGE,CN,1
A5081173463,Luis M. Farfán,LUIS,MASCULINO,0.9953,0.0047,935905,IBGE,MX,1
A5030535338,José Luis Antinao,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,US,1
sem-id:W4412105772:1,Adriano Carvalho Vasconcelos,ADRIANO,MASCULINO,0.9919,0.0081,338315,IBGE,BR,1
A5008416219,Priscilla Monteiro de Oliveira,PRISCILLA,FEMININO,1.0000,1.0000,9040,IBGE,BR,1
A5082412942,Ivanise Brito da Silva,IVANISE,FEMININO,1.0000,1.0000,4636,IBGE,BR,1
A5026860774,Bruno Stefanis Santos Pereira de Oliveira,BRUNO,MASCULINO,0.9926,0.0074,668217,IBGE,,3
A5088696234,Guilherme Ramos Demétrio,GUILHERME,MASCULINO,0.9925,0.0075,529001,IBGE,BR,4
A5021512175,José Pedro Vieira Arruda Júnior,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,BR,5
A5016367490,Phillip A. Morin,PHILLIP,MASCULINO,1.0000,0.0000,493,IBGE,US,1
A5060637041,Mark Blaxter,MARK,MASCULINO,0.9823,0.0177,1409,IBGE,GB,1
A5088890768,Susana Josefina Caballero,SUSANA,FEMININO,0.9979,0.9979,23436,IBGE,CO;US,6
A5066228880,Michaël C. Fontaine,MICHAEL,MASCULINO,0.9918,0.0082,66277,IBGE,FR;NL,1
A5027442178,Andrew David Foote,ANDREW,MASCULINO,0.9908,0.0092,8548,IBGE,NO,1
A5062084820,Shigehiro Kuraku,SHIGEHIRO,INDEFINIDO,,,0,nome ausente do IBGE,JP,1
A5089276229,Brigid Maloney,BRIGID,INDEFINIDO,,,0,nome ausente do IBGE,US,1
A5032822171,Morgan L. McCarthy,MORGAN,INDEFINIDO,0.8438,0.1562,320,nome ambíguo no IBGE,DK,1
A5045494670,Michael R. McGowen,MICHAEL,MASCULINO,0.9918,0.0082,66277,IBGE,US,2
A5012527348,Morten Tange Olsen,MORTEN,INDEFINIDO,,,0,nome ausente do IBGE,DK,1
A5050375597,Patricia E. Rosel,PATRICIA,FEMININO,0.9970,0.9970,531065,IBGE,US,2
A5030072222,Craig John Brown,CRAIG,MASCULINO,1.0000,0.0000,23,IBGE,CA,7
A5102691895,Mariana Gonçalves Tavares,MARIANA,FEMININO,0.9958,0.9958,383387,IBGE,BR,2
A5114234978,Abílio Soares-Gomes,ABILIO,MASCULINO,0.9975,0.0025,13744,IBGE,BR,4
A5026854705,Pedro Blaya Luz,PEDRO,MASCULINO,0.9950,0.0050,1219605,IBGE,BR,1
A5112383204,Rachel Lo,RACHEL,FEMININO,0.9931,0.9931,11377,IBGE,US,1
A5070751489,Stuart F. McDaniel,STUART,MASCULINO,1.0000,0.0000,219,IBGE,US,1
sem-id:W2888270154:8,Adam C. Payton,ADAM,MASCULINO,0.9824,0.0176,2782,IBGE,US,1
A5032927615,Thomas B. Waltzek,THOMAS,MASCULINO,0.9926,0.0074,13494,IBGE,US,1
A5058006288,Marta L. Wayne,MARTA,FEMININO,0.9968,0.9968,214961,IBGE,US,1
A5042350018,Bettina Grieve,BETTINA,FEMININO,1.0000,1.0000,392,IBGE,AU,1
sem-id:W2796074004:1,J. Baumgartner Lee,,INDEFINIDO,,,0,nome abreviado,AU,1
A5076129759,Wayne A. Robinson,WAYNE,INDEFINIDO,0.7307,0.2693,609,nome ambíguo no IBGE,AU,1
A5051827808,Luiz G. M. Silva,LUIZ,MASCULINO,0.9956,0.0044,1107792,IBGE,AU;BR,1
A5060969039,Karl Pomorin,KARL,MASCULINO,0.9752,0.0248,805,IBGE,,1
A5016617873,Garry Thorncraft,GARRY,INDEFINIDO,,,0,nome ausente do IBGE,LA,1
A5054490266,NATHAN S. P. NING,NATHAN,MASCULINO,0.9840,0.0160,17328,IBGE,AU,1
A5001149335,Lucas Otávio Guimarães Moura,LUCAS,MASCULINO,0.9907,0.0093,1127310,IBGE,BR,1
A5045230947,Jeamylle Nilin,JEAMYLLE,INDEFINIDO,,,0,nome ausente do IBGE,BR,6
A5103066471,Milena Silva,MILENA,FEMININO,0.9962,0.9962,159042,IBGE,BR,1
A5108861635,Maurício Fonseca,MAURICIO,MASCULINO,0.9961,0.0039,235778,IBGE,BR,1
A5005142161,Estéfane Cardinot Reis,ESTEFANE,FEMININO,0.9898,0.9898,29987,IBGE,BR,4
A5081444560,Vianna da Rocha Ian,VIANNA,INDEFINIDO,,,0,nome ausente do IBGE,BR,3
A5036614474,Priscila Reis da Silva,PRISCILA,FEMININO,0.9970,0.9970,223128,IBGE,BR,2
A5014080173,Renata Guimarães Moreira,RENATA,FEMININO,0.9948,0.9948,347001,IBGE,BR;US,13
A5029349250,Monika Doubrawa,MONIKA,FEMININO,1.0000,1.0000,694,IBGE,BE;DE,1
A5026472739,Gregor Austermann,GREGOR,MASCULINO,1.0000,0.0000,237,IBGE,DE,1
A5064459499,Wellington Felipe da Costa,WELLINGTON,MASCULINO,0.9960,0.0040,77126,IBGE,BR,2
A5034457761,Márcia Giambiagi-deMarval,MARCIA,FEMININO,0.9967,0.9967,553706,IBGE,BR;CZ,2
A5104343084,Igor L. Cordeiro,IGOR,MASCULINO,0.9928,0.0072,266642,IBGE,BR,1
A5057197011,GEORGE GARCIA SANTOS,GEORGE,MASCULINO,0.9931,0.0069,36239,IBGE,BR;US,5
A5064567917,Andréia Magro Moraes,ANDREIA,FEMININO,0.9962,0.9962,292090,IBGE,BR,1
A5086238950,Adriana Daudt Grativol,ADRIANA,FEMININO,0.9959,0.9959,567968,IBGE,BR,1
A5057797879,Kristel Myriam De Vleeschouwer,KRISTEL,INDEFINIDO,,,0,nome ausente do IBGE,BE,1
A5022937717,Carlos Ramon Ruiz-Miranda,CARLOS,MASCULINO,0.9959,0.0041,1489191,IBGE,BR,1
A5075857904,Becky E. Raboy,BECKY,INDEFINIDO,,,0,nome ausente do IBGE,CA,1
A5067690617,Leonardo de Carvalho Oliveira,LEONARDO,MASCULINO,0.9939,0.0061,547601,IBGE,BR;US,2
A5031915383,James M. Dietz,JAMES,MASCULINO,0.9873,0.0127,19935,IBGE,US,1
A5063007566,Peter Galbusera,PETER,MASCULINO,0.9939,0.0061,5241,IBGE,BE,1
A5103250368,Diego da Silva de Medeiros,DIEGO,MASCULINO,0.9942,0.0058,424428,IBGE,BR,1
A5087614736,Fernando Darío Almeida García,FERNANDO,MASCULINO,0.9918,0.0082,556346,IBGE,BR,1
A5009137640,Renato Beilner Machado,RENATO,MASCULINO,0.9942,0.0058,329535,IBGE,BR,1
A5040525043,José Cândido Silveira Santos Filho,JOSE,MASCULINO,0.9962,0.0038,5754529,IBGE,BR,1
A5074539605,Osamu Saotome,OSAMU,MASCULINO,1.0000,0.0000,142,IBGE,BR,1
