author_id,nome,paises,primeiro_nome,obras,genero_ibge,motivo_ibge,genero_wgnd,motivo_wgnd,genero_wgnd_fallback,motivo_wgnd_fallback,detalhe_wgnd
A5024564285,Gareth D. O. Carter,GB,GARETH,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5076307188,Jez Everest,GB,JEZ,2,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5042877247,Robert L. Gawthorpe,NO,ROBERT,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,NO:M1.00
A5071351834,Clint M. Miller,US,CLINT,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5110607510,Marcie Purkey Phillips,US,MARCIE,2,INDEFINIDO,nome ausente do IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5034902990,Richard Collier,GB,RICHARD,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5041336214,Aleksandra Cvetkoska,DE,ALEKSANDRA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,DE:F1.00
A5013035395,Gino de Gelder,FR,GINO,2,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5020571027,Paula Diz,ES,PAULA,3,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,ES:F1.00
A5009594149,Mai‐Linh Doan,FR,MAILINH,2,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5080816056,Mary Ford,FR,MARY,3,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,FR:F1.00
A5065754786,Maria Geraga,GR,MARIA,2,FEMININO,IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,GR:?0.33/F0.67
A5090122630,Jack Gillespie,AU;CH;US,JACK,3,INDEFINIDO,nome ambíguo no IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00; CH:M1.00; US:F0.00/M1.00
A5062208269,Romain Hemelsdaël,FR,ROMAIN,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00
A5022432356,Emilio Herrero‐Bervera,US,EMILIO,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5073443073,M. Ismaiel,IN,,2,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5067022752,Katerina Kouli,GR,KATERINA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GR:F1.00
A5060147633,E. Le Ber,FR;GB,,2,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5101930824,Shunli Li,CN,SHUNLI,2,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CN:?0.50/F0.07/M0.43
A5051388672,Marco Maffione,BY;GB,MARCO,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5070153970,Carol Mahoney,GB,CAROL,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F0.97/M0.03
A5015105051,M.L. Machlus,US,,2,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5046774207,Georgios Michas,GR,GEORGIOS,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GR:M1.00
A5063240132,Casey W. Nixon,NO,CASEY,3,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5008576641,Sabire Asli Oflaz,DE,SABIRE,2,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5028355284,Abah P. Omale,US,ABAH,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5040655884,Konstantinos Panagiotopoulos,DE;GR,KONSTANTINOS,2,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,GR:M1.00
A5065571641,Sofia Pechlivanidou,GR;NO,SOFIA,3,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GR:F1.00; NO:F1.00
A5078124829,Simone Sauer,FR,SIMONE,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,FR:F1.00
A5052557431,Joana Seguin,DE,JOANA,2,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5029409756,Spyros Sergiou,GR,SPYROS,3,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,GR:M1.00
A5044330121,Natalia V. Zakharova,US,NATALIA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5048793955,Sophie M. Green,GB,SOPHIE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F1.00/M0.00
A5075061480,Álvaro Moráles-Ramírez,CR,ALVARO,2,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5059807847,Per Halkjær Nielsen,DK,PER,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DK:M1.00
A5062101644,Mark C.M. van Loosdrecht,NL,MARK,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,NL:M1.00
A5091690504,David Gregory Weissbrodt,DK;NL,DAVID,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DK:M1.00; NL:M1.00
A5055415845,Hadi Jamali,IR,HADI,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,IR:M1.00
A5110555642,Hamed Ghafari Farsani,IR,HAMED,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,IR:M1.00
A5075465536,Paria Darvishi,IR,PARIA,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5007701599,Soleiman Hasanpour,IR,SOLEIMAN,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5027804781,Tahereh Bagheri,IR,TAHEREH,1,INDEFINIDO,nome ausente do IBGE,FEMININO,WGND,FEMININO,WGND,IR:F1.00
A5045379670,Reza Roozbehfar,IR,REZA,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,IR:M1.00
A5040517899,Jakob Thyrring,CA;DK;GB,JAKOB,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:M1.00; DK:M1.00; GB:M1.00
A5041054276,Lloyd  Samuel Peck,GB,LLOYD,2,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5035336263,Mikael K. Sejr,DK,MIKAEL,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DK:M1.00
A5002679544,Jan Marcin Węsławski,PL,JAN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,PL:M1.00
A5032113172,Christopher D. G. Harley,CA,CHRISTOPHER,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:F0.00/M1.00
A5066608299,Bruno Welter Giraldes,QA,BRUNO,5,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5005400370,Sina M. Adl,CA,SINA,1,FEMININO,IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CA:F0.17/M0.83
A5091513576,Christopher E. Lane,US,CHRISTOPHER,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
sem-id:W2892586303:3,Julius Lukeš,CZ,JULIUS,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CZ:M1.00
A5059054710,Conrad L. Schoch,US,CONRAD,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5100361432,А. В. Смирнов,RU,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5031473187,Sabine Agatha,AT,SABINE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AT:F1.00
A5044062369,Cédric Berney,FR,CEDRIC,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00
A5009713089,Matthew W. Brown,US,MATTHEW,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5065497413,Fabien Burki,SE,FABIEN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,SE:M1.00
A5070816279,Paco Cárdenas,SE,PACO,2,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,SE:M1.00
A5038081903,Ivan Čepička,CZ,IVAN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CZ:M1.00
A5031838612,Ludmila Chistyakova,RU,LUDMILA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,RU:F1.00
A5062248194,Javier del Campo,ES,JAVIER,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,ES:M1.00
A5013508571,Bente Edvardsen,NO,BENTE,1,INDEFINIDO,nome ausente do IBGE,FEMININO,WGND,FEMININO,WGND,NO:F1.00
A5054162030,Yana Eglit,CA,YANA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,CA:F1.00
A5070304250,Laure Guillou,FR,LAURE,3,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,FR:F1.00
A5005884080,Vladimı́r Hampl,CZ,VLADIMIR,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CZ:M1.00
A5083167918,Aaron A. Heiss,US,AARON,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.01/M0.99
A5078910216,Mona Hoppenrath,DE,MONA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,DE:F1.00
A5031270828,Timothy Yong James,US,TIMOTHY,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5010077821,Anna Karnkowska,PL,ANNA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,PL:F1.00
A5015675704,Sergey A. Karpov,PL;RU,SERGEY,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,RU:M1.00
A5100604435,Eunsoo Kim,US,EUNSOO,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5026480633,Martin Kolísko,CZ,MARTIN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CZ:M1.00
A5074313580,Alexander Kudryavtsev,RU,ALEXANDER,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,RU:M1.00
A5073313382,Denis H. Lynn,CA,DENIS,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:M1.00
A5051660711,David G. Mann,ES;GB,DAVID,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,ES:M1.00; GB:M1.00
A5076831865,Christine C. Morrow,GB,CHRISTINE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F1.00
A5071201128,Jong Soo Park,KR,JONG,1,INDEFINIDO,nome ambíguo no IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,KR:?1.00
A5089898426,Jan W. Pawlowski,CH;PL,JAN,4,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CH:F0.00/M1.00; PL:M1.00
A5104707082,Martha J. Powell,US,MARTHA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5011953189,Daniel J. Richter,ES,DANIEL,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,ES:F0.00/M1.00
A5091844308,Sonja Rueckert,GB,SONJA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F1.00
A5036412297,Lora L. Shadwick,US,LORA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5036486827,Satoshi Shimano,JP,SATOSHI,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,JP:M1.00
A5104883650,Frederick W. Spiegel,US,FREDERICK,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5081440059,Guifré Torruella,FR,GUIFRE,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5029926029,Noha H. Youssef,US,NOHA,1,FEMININO,IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,US:F0.86/M0.14
A5078856125,Vasily V. Zlatogursky,RU;SE,VASILY,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,RU:M1.00; SE:M1.00
A5100349082,Qianqian Zhang,CN,QIANQIAN,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CN:?0.50/F0.46/M0.04
A5066644579,Winfred Espejo,CL,WINFRED,5,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5023322445,Gustavo Chiang,CL,GUSTAVO,5,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5084715074,José E. Celis,CL,JOSE,4,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5011694159,Karen L. Vyverberg,US,KAREN,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5086608588,Andrea L. Dutton,US,ANDREA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F0.99/M0.01
A5018422494,Dan Zwartz,NZ,DAN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,NZ:M1.00
A5042218997,Roger W. Portell,US,ROGER,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5072459297,Frank Dehairs,BE,FRANK,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,BE:M1.00
A5057797933,Marc T. Elskens,BE,MARC,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,BE:M1.00
A5077228876,Etelvina Maria de Almeida Paula Figueira,PT,ETELVINA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,PT:F1.00
A5046431467,Sudhir Pai,US,SUDHIR,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,US:M1.00
A5017148273,Olav Fiksdahl,NO,OLAV,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,NO:M1.00
A5023056716,Gabriella Caruso,IT,GABRIELLA,6,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,IT:F1.00
A5074245029,Chenxi Wu,CN,CHENXI,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CN:?0.50/F0.21/M0.29
A5039732553,Fabiana Corami,IT,FABIANA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,IT:F1.00
A5112740310,Judith Ann McKenzie,CH,JUDITH,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,CH:F1.00
A5004334560,Daniel Arizteguí,CH,DANIEL,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CH:M1.00
A5002414024,Timothy I. Eglinton,CH;RU,TIMOTHY,4,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CH:M1.00
A5011593488,Negar Haghipour,CH;RU,NEGAR,4,INDEFINIDO,nome ausente do IBGE,FEMININO,WGND,FEMININO,WGND,CH:F1.00
A5035318125,Mónica Sánchez‐Román,NL,MONICA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,NL:F1.00
A5026011838,TRISTAN A. CORDIER,CH;NO,TRISTAN,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CH:M1.00; NO:M1.00
A5058323031,Eszter Balassi,IT,ESZTER,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5076200042,Eric Armynot du Châtelet,FR,ERIC,4,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00
A5017089310,Laure Apothéloz‐Perret‐Gentil,CH,LAURE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,CH:F1.00
A5057976812,Carla Bucci,IT,CARLA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,IT:F1.00
A5046692774,Enrico Scantamburlo,IT,ENRICO,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,IT:M1.00
A5067181934,Vladimiro Bonamin,CH,VLADIMIRO,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CH:M1.00
A5100372635,Ricardo Ferreira Louro Silva,CA;FR;IE;PT,RICARDO,7,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:M1.00; IE:M1.00; PT:M1.00
A5032834790,Luís V. Duarte,FR;PT,LUIS,12,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,PT:M1.00
A5030926893,Grant D. Wach,CA,GRANT,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:M1.00
A5079366055,Micha Ruhl,IE,MICHA,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5026489523,Driss Sadki,MA,DRISS,3,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,MA:M1.00
A5103061342,Juan José Morales Gómez,ES,JUAN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,ES:F0.00/M1.00
A5038666906,Stephen P. Hesselbo,GB,STEPHEN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5004349649,Weimu Xu,IE,WEIMU,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5081255923,Darragh E. O’Connor,CA,DARRAGH,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CA:F0.17/M0.83
A5111528207,Bruno Timóteo Rodrigues,PT,BRUNO,5,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,PT:M1.00
A5063420046,Marcos M. José,MZ,MARCOS,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5004063812,Flávio Nakasato,MZ,FLAVIO,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5050791184,Anarosa A. F. Brandão,MZ,ANAROSA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5024619660,Eric Saillant,US,ERIC,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5037126471,Patricia Lastra Luque,ES;US,PATRICIA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,ES:F1.00; US:F1.00/M0.00
A5051317399,Emily Short,US,EMILY,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5009028838,Luca Antoni,US,LUCA,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.05/M0.95
A5066696957,Lionel Reynal,FR;MQ,LIONEL,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00
A5044026390,Cédric Pau,FR;MQ,CEDRIC,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00
A5065271192,Freddy Arocha,VE,FREDDY,8,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5028151634,Rui Azevedo,PT,RUI,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,PT:M1.00
A5037666547,Jasmin Joshi,CH;DE,JASMIN,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,CH:F0.96/M0.04; DE:F1.00
A5074743304,Francisco I. Pugnaire,ES,FRANCISCO,5,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,ES:M1.00
A5020130716,Wayne Rochester,AU,WAYNE,1,INDEFINIDO,nome ambíguo no IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5052313213,Kadija Oubelkheir,AU,KADIJA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F1.00
A5101989128,Bingqing Liu,US,BINGQING,2,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5042614599,Eurico J. D’Sa,US,EURICO,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5076507920,Penelope A. Ajani,AU,PENELOPE,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F1.00/M0.00
A5044690614,Phillip W. Ford,AU,PHILLIP,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5055142080,Michele Astrid Burford,AU,MICHELE,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F0.90/M0.10
A5038868719,Emily A. Saeck,AU,EMILY,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F1.00/M0.00
A5053950259,L. Verónica Monroy-Velázquez,MX,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5042319413,Marta García-Sánchez,ES;MX,MARTA,3,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,ES:F1.00
A5024911995,Ana Carolina Ruíz-Fernández,MX,ANA,4,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5034301149,Gladys Valencia-Castañeda,MX,GLADYS,2,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5041032807,Federico Páez‐Osuna,MX,FEDERICO,2,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5065625032,Adolfo Gracía,MX,ADOLFO,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5043016846,Laura S. López Greco,AR,LAURA,2,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5052429407,Sofía Calvo-Rodríguez,CA,SOFIA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,CA:F1.00
A5073670196,Arturo G. Sánchez-Azofeifa,CA,ARTURO,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:M1.00
A5034633828,Sandra Milena Durán,CA;US,SANDRA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,CA:F1.00; US:F1.00/M0.00
A5048441832,Laura Paesch,UY,LAURA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5116001917,María Cecilia Palacio,AR,MARIA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AR:F1.00
A5090030439,Sabrina Riverón,UY,SABRINA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5023751725,J. M. Cuevas,AR,,4,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
sem-id:W3164297285:1,O. Babe,PT,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5079259785,Ana  Paula Mucha,PT,ANA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,PT:F1.00
A5111031994,Patrícia Gonçalves Cardoso,PT,PATRICIA,3,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,PT:F1.00
A5088946999,Francisco Arenas,PT,FRANCISCO,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,PT:M1.00
A5005697800,Refilwe Precious Mofokeng,ZA,REFILWE,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5049243888,Andrea Faltynkova,NO,ANDREA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,NO:F1.00
A5048035774,María Belén Alfonso,JP,MARIA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,JP:F1.00
A5056009032,Ines Boujmil,TN,INES,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5063219420,K Lunzalu,US,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5084407859,Norlaila Binti Mohd Zanuri,MY,NORLAILA,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5017477912,DHUGAL JOHN LINDSAY,JP,DHUGAL,2,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5037985576,Kathryn A. Willis,AU,KATHRYN,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F1.00/M0.00
A5045274651,Tanveer M. Adyel,AU,TANVEER,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,AU:F0.17/M0.83
A5089913051,Artur Zolich,NO,ARTUR,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,NO:M1.00
A5091826276,T S Eriksen,ZA,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5071241072,H-C Evans,SZ,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5038124225,Daniela Gabriel,PT,DANIELA,4,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5011369302,Sara Hajbane,AU,SARA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F1.00/M0.00
A5072871279,Giuseppe Suaria,IT;PL,GIUSEPPE,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,IT:M1.00
A5080205547,Delphine Lobelle,NL,DELPHINE,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5066594251,Enrique Isla,ES,ENRIQUE,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,ES:M1.00
