author_id,nome,paises,primeiro_nome,obras,genero_ibge,motivo_ibge,genero_wgnd,motivo_wgnd,genero_wgnd_fallback,motivo_wgnd_fallback,detalhe_wgnd
A5070606454,Óscar Serrano,AU;ES,OSCAR,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00; ES:M1.00
A5070671904,Catherine E. Lovelock,AU,CATHERINE,4,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F1.00/M0.00
A5047465059,Trisha B. Atwood,AU;US,TRISHA,1,INDEFINIDO,nome ausente do IBGE,FEMININO,WGND,FEMININO,WGND,AU:F0.98/M0.02; US:F1.00/M0.00
A5020824771,Peter Ian Macreadie,AU,PETER,4,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5089087468,Robert Canto,AU,ROBERT,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5004573971,Stuart Phinn,AU,STUART,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5020275818,Ariane Arias‐Ortiz,ES;US,ARIANE,3,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,ES:F1.00; US:F1.00/M0.00
A5102524404,Le Bai,AU,LE,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,AU:F0.62/M0.38
A5068044168,Jeff Baldock,AU,JEFF,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00
A5067325035,Paul E. Carnell,AU,PAUL,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5037685160,Rod M. Connolly,AU,ROD,5,INDEFINIDO,nome ambíguo no IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00
A5001619318,Alba Esteban,AU,ALBA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F0.96/M0.04
A5024719884,Carolyn J. Ewers Lewis,AU,CAROLYN,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F1.00/M0.00
A5077040357,Bradley David Eyre,AU,BRADLEY,4,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00
A5003336253,Matthew A. Hayes,AU,MATTHEW,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00
A5014249938,Pierre Horwitz,AU,PIERRE,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00
A5077218024,Lindsay Beaumont Hutley,AU,LINDSAY,1,FEMININO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.04/M0.96
A5079878030,Christopher R. J. Kavazos,AU,CHRISTOPHER,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5024501909,Jeffrey J. Kelleway,AU,JEFFREY,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5062573833,Gary A. Kendrick,AU,GARY,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5032580851,Kieryn L. Kilminster,AU,KIERYN,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00
A5009213984,Anna Lafratta,AU,ANNA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F1.00/M0.00
A5020800076,Shing Yip Lee,AU;HK,SHING,3,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00
A5016834453,Paul S. Lavery,AU;ES,PAUL,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00; ES:M1.00
A5067779433,Damien Troy Maher,AU,DAMIEN,4,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00
A5036393696,Núria Marbà,ES,NURIA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,ES:F1.00
A5011255450,Pere Masqué,AU;ES;IT;MC,PERE,6,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,ES:M1.00
A5101908415,Miguel Á. Mateo,AU;ES,MIGUEL,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00; ES:M1.00
A5043036549,RE Mount,AU,RE,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5031307025,Peter J. Ralph,AU,PETER,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5054838793,Chris Roelfsema,AU,CHRIS,1,INDEFINIDO,nome ambíguo no IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.03/M0.97
A5044538080,Mohammad Rozaimi,AU;ID;MY,MOHAMMAD,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00
A5050056730,Radhiyah Ruhon,AU;ID,RADHIYAH,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5082210597,Cristian Salinas,AU;CO,CRISTIAN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00
A5089468543,Jimena Samper‐Villarreal,AU;CH;CR,JIMENA,9,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,CH:F1.00
A5022853382,Jonathan Sanderman,AU;US,JONATHAN,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00; US:F0.00/M1.00
A5063133546,Isaac Rodrigues dos Santos,AU;SE,ISAAC,8,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00; SE:M1.00
A5089446883,C Sharples,AU,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5079431839,Andy Steven,AU,ANDY,2,INDEFINIDO,nome ambíguo no IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.01/M0.99
A5052391881,Toni Cannard,AU,TONI,1,MASCULINO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F0.96/M0.04
A5050181713,Stacey M. Trevathan‐Tackett,AU,STACEY,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F0.98/M0.02
A5002856269,Nathan Pacoureau,CA;FR;US,NATHAN,8,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:M1.00; FR:M1.00; US:F0.00/M1.00
A5087750501,Cassandra L. Rigby,AU,CASSANDRA,8,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F0.99/M0.01
A5074016954,Peter M. Kyne,AU,PETER,4,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5086410182,Richard B. Sherley,GB,RICHARD,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5086250118,Henning Winker,IT;SE,HENNING,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,SE:M1.00
A5042039118,John K. Carlson,US,JOHN,8,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5110267531,Sonja V. Fordham,US,SONJA,3,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5032563731,Daniel Fernando,LK;SE,DANIEL,8,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,SE:M1.00
A5036209141,Malcolm P. Francis,NZ,MALCOLM,4,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,NZ:M1.00
A5021861796,Rima W. Jabado,AE;AU;CH,RIMA,7,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AE:F1.00; AU:F1.00; CH:F1.00
A5090861767,Katelyn B. Herman,US,KATELYN,5,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5112601800,Kwang-Ming Liu,TW,KWANG,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5079902325,Andrea Denise Marshall,ES;US,ANDREA,3,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,ES:F0.98/M0.02; US:F0.99/M0.01
A5090801242,Riley A. Pollom,CA;US,RILEY,8,INDEFINIDO,nome ambíguo no IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CA:F0.30/M0.70; US:F0.47/M0.53
A5042743351,Evgeny V. Romanov,FR;RE,EVGENY,4,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5003477041,Colin Ashley Simpfendorfer,AU;FR,COLIN,12,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00
A5062978375,Jamie S. Yin,CA;US,JAMIE,1,INDEFINIDO,nome ambíguo no IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CA:F0.41/M0.59; US:F0.76/M0.24
A5022190399,Holly K. Kindsvater,US,HOLLY,2,INDEFINIDO,nome ausente do IBGE,FEMININO,WGND,FEMININO,WGND,US:F0.99/M0.01
A5011629984,Nicholas K. Dulvy,CA,NICHOLAS,9,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:M1.00
A5072677791,Luiz Alves Rocha,AU;FR;US,LUIZ,39,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00; US:M1.00
A5037051504,Osmar J. Luiz,AU,OSMAR,19,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00
A5016012005,Mark J. Costello,NO;NZ,MARK,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,NO:M1.00; NZ:M1.00
A5063611606,Heath Beckett,ZA,HEATH,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5085724664,Anindita Debnath,IN,ANINDITA,1,INDEFINIDO,nome ausente do IBGE,FEMININO,WGND,FEMININO,WGND,IN:F1.00
A5010546055,Eleanor S. Devenish‐Nelson,GB,ELEANOR,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F1.00
A5082686005,Kerry-Anne Grey,ZA,KERRY,1,INDEFINIDO,nome ambíguo no IBGE,FEMININO,WGND,FEMININO,WGND,ZA:F1.00
A5042574176,Rhosanna Jenkins,GB,RHOSANNA,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5022297779,Tasnuva Ming Khan,DE,TASNUVA,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5082597568,Wolfgang Kiessling,DE,WOLFGANG,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5078053018,Cristina Krause,DE,CRISTINA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5035467804,Shobha Maharaj,TT,SHOBHA,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5030996643,Guy Franklin Midgley,ZA,GUY,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,ZA:M1.00
A5073398548,Jeff T. Price,GB,JEFF,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5010977611,Gautam Talukdar,IN,GAUTAM,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,IN:?0.25/M0.75
A5054232090,Chancey MacDonald,GB;US,CHANCEY,2,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,US:F0.29/M0.71
A5092451420,Ayesha Bobat,ZA,AYESHA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5044210685,Benjamin J. Cresswell,AU,BENJAMIN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5002436492,Rui Freitas,CV;ES,RUI,8,MASCULINO,IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,ES:F0.28/M0.72
A5035970197,Gemma F. Galbraith,AU,GEMMA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F1.00/M0.00
A5028217085,Peter Musembi,KE,PETER,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,KE:M1.00
A5014605290,Tyler A. Y. Phelps,US,TYLER,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.03/M0.97
A5040365557,T. E. Angela L. Quiros,JP,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5003436042,Bart Shepherd,US,BART,6,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5005974362,Paris V. Stefanoudis,GB,PARIS,3,MASCULINO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F0.93/M0.07
A5036883547,Sheena Talma,GB;SC,SHEENA,3,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F1.00
A5011824856,Lucy C. Woodall,GB,LUCY,5,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F1.00
A5071872795,Daniel C. Dunn,AU;US,DANIEL,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:M1.00; US:F0.00/M1.00
A5064625939,Cindy Lee Van Dover,US,CINDY,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5105421027,Ron J. Etter,US,RON,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5082587372,Craig R. Smith,US,CRAIG,5,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5104385630,Lisa Ann Levin,GB;US,LISA,5,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F1.00; US:F1.00/M0.00
A5012378948,Telmo Morato,PT,TELMO,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,PT:M1.00
A5090005375,Ana Colaço,PT,ANA,3,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,PT:F1.00
A5091299860,A Dale,GB,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5038081701,Andrey Viktorovich Gebruk,RU,ANDREY,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,RU:M1.00
A5062976107,Kristina Maria Gjerde,BD;CH;US,KRISTINA,5,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,CH:F1.00; US:F1.00/M0.00
A5011164359,Patrick N. Halpin,US,PATRICK,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5085927452,Kerry L. Howell,GB,KERRY,5,INDEFINIDO,nome ambíguo no IBGE,FEMININO,WGND,FEMININO,WGND,GB:F0.98/M0.02
A5027643529,David Edward Johnson,GB,DAVID,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5069239880,Marta Chantal Ribeiro,PT,MARTA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,PT:F1.00
A5027303468,Heiko Stuckas,DE,HEIKO,1,INDEFINIDO,nome ambíguo no IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5012138627,P.P.E. Weaver,GB,,2,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5014545352,Jiana Li,CN;GB,JIANA,1,FEMININO,IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CN:F0.86/M0.14; GB:F1.00
A5040710018,Amy Lusher,NO,AMY,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,NO:F1.00
A5090962042,Jeanette M. Rotchell,GB,JEANETTE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,GB:F1.00
A5060003673,Salud Deudero,ES,SALUD,1,INDEFINIDO,nome ausente do IBGE,FEMININO,WGND,FEMININO,WGND,ES:F1.00
A5012941506,Inger Lise Nerland Bråte,NO,INGER,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,NO:F1.00
A5037127553,Chengjun Sun,CN,CHENGJUN,2,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CN:?0.50/F0.03/M0.47
A5069837159,Mohammad Shahadat Hossain,BD,MOHAMMAD,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,BD:M1.00
A5035762730,Qipei Li,CN,QIPEI,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CN:F0.25/M0.75
A5102984921,Prabhu Kolandhasamy,IN,PRABHU,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,IN:?0.25/M0.75
A5036179952,Huahong Shi,CN,HUAHONG,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,CN:F0.41/M0.59
A5035471508,Joachim Claudet,FR;PF,JOACHIM,4,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00
A5079839995,Laurent Bopp,FR,LAURENT,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00
A5102754549,William W. L. Cheung,CA,WILLIAM,5,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:F0.00/M1.00
A5035784869,Rodolphe Devillers,CA;FR;PF,RODOLPHE,2,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,CA:M1.00; FR:M1.00
A5068161465,Elva G. Escobar-Briones,MX,ELVA,4,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5063672142,Peter M. Haugan,NO,PETER,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,NO:M1.00
A5043228502,Johanna Jacomina Heymans,BE;GB,JOHANNA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,BE:F1.00; GB:F1.00
A5054087600,Valérie Masson‐Delmotte,FR,VALERIE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,FR:F1.00
A5062693684,Nele Matz‐Lück,DE,NELE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,DE:F1.00
A5006023932,Lauren S. Mullineaux,US,LAUREN,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F0.99/M0.01
A5088254346,Martin H. Visbeck,DE,MARTIN,3,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5091087458,Robert J. Watson,GB,ROBERT,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5054077174,Anna Milena Zivian,US,ANNA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,US:F1.00/M0.00
A5009398863,Isabelle Ansorge,ZA,ISABELLE,6,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,ZA:F1.00
A5081369247,Salvatore Aricò,FR,SALVATORE,1,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5042007184,Denis Bailly,FR,DENIS,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00
A5046802426,Julian Barbière,FR,JULIAN,1,INDEFINIDO,nome ambíguo no IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5001847745,Cyrille Barnérias,FR,CYRILLE,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00
A5032942685,Chris Bowler,FR,CHRIS,3,INDEFINIDO,nome ambíguo no IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5068117536,Victor Brun,FR;PF,VICTOR,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00
A5050918085,Anny Cazenave,FR,ANNY,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5009411011,Cameron Diver,NC,CAMERON,1,INDEFINIDO,nome ambíguo no IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5087249119,Agathe Euzen,FR,AGATHE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,FR:F1.00
A5059384346,Amadou Gaye,SN,AMADOU,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5111123426,Nathalie Hilmi,MC,NATHALIE,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,MC:F1.00
A5012091107,Frédéric Ménard,FR,FREDERIC,14,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00
A5040453398,C. Moulin,FR,,1,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,INDEFINIDO,nome abreviado,
A5041573980,Norma Patricia Muñoz,MX,NORMA,1,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,FEMININO,WGND sem país (fallback),
A5051119937,Antoine Pebayle,FR;PF,ANTOINE,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00
A5089898800,Hans‐Otto Pörtner,DE,HANSOTTO,5,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5019632217,Osvaldina Silva,CV;IE,OSVALDINA,2,FEMININO,IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5014845954,Patricia Belén Ricard,FR,PATRICIA,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,FR:F1.00
A5057903887,Ricardo Serrão Santos,PT,RICARDO,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,PT:M1.00
A5087092313,Marie‐Alexandrine Sicre,FR;US,MARIEALEXANDRINE,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5114069773,Stéphanie Thiébault,FR,STEPHANIE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,FR:F1.00
A5008526124,Torsten Thiele,DE;GB,TORSTEN,4,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00; GB:M1.00
A5072659209,Romain Troublé,US,ROMAIN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.01/M0.99
A5058188079,Jacqueline Nduku Uku,KE,JACQUELINE,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,KE:F1.00
A5041692468,Françoise Gaill,FR,FRANCOISE,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,FR:F1.00
A5005524765,Mark Andrew Hindell,AU,MARK,9,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5044583056,Ryan R Reisinger,FR;GB;US,RYAN,6,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,FR:M1.00; GB:F0.00/M1.00; US:F0.02/M0.98
A5040021742,Yan Ropert‐Coudert,FR,YAN,3,MASCULINO,IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5028751635,Luis A. Hückstädt,GB;US,LUIS,5,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00; US:F0.01/M0.99
A5005887828,Philip N. Trathan,GB,PHILIP,14,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5015165410,Horst Bornemann,DE,HORST,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,DE:M1.00
A5111974406,Jean‐Benoît Charrassin,FR,JEANBENOIT,3,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5057675287,Steven L. Chown,AU,STEVEN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5060916487,Bruno Danis,BE,BRUNO,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,BE:M1.00
A5040483862,Mary‐Anne Lea,AU;US,MARYANNE,4,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F0.99/M0.01; US:F1.00
A5044606788,David R. Thompson,NZ;US,DAVID,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,NZ:M1.00; US:F0.00/M1.00
A5081817937,Leigh G. Torres,US,LEIGH,4,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,US:F0.89/M0.11
A5023863656,Anton Van de Putte,BE,ANTON,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,BE:M1.00
A5090048659,Rachael L. Alderman,AU,RACHAEL,1,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F0.99/M0.01
A5053180963,Virginia Andrews‐Goff,AU,VIRGINIA,2,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,AU:F1.00/M0.00
A5088625159,Benjamin J. Arthur,AU,BENJAMIN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,AU:F0.00/M1.00
A5033684282,Grant Ballard,US,GRANT,1,INDEFINIDO,nome ausente do IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5108788150,John L. Bengtson,US,JOHN,1,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5025854592,Marthán N Bester,ZA,MARTHAN,2,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,INDEFINIDO,nome ausente na WGND para o país,
A5017120443,Arnoldus Schytte Blix,NO,ARNOLDUS,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5047740970,Lars Boehme,GB,LARS,4,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,GB:M1.00
A5011137437,Charles‐André Bost,FR,CHARLESANDRE,1,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ausente na WGND para o país,MASCULINO,WGND sem país (fallback),
A5067194075,Peter L. Boveng,US,PETER,2,MASCULINO,IBGE,MASCULINO,WGND,MASCULINO,WGND,US:F0.00/M1.00
A5022884425,Jaimie B. Cleeland,AU;GB,JAIMIE,3,INDEFINIDO,nome ausente do IBGE,INDEFINIDO,nome ambíguo na WGND,INDEFINIDO,nome ambíguo na WGND,AU:F0.64/M0.36; GB:F0.76/M0.24
A5001652557,Rochelle Constantine,NZ,ROCHELLE,5,FEMININO,IBGE,FEMININO,WGND,FEMININO,WGND,NZ:F1.00
